,Date,Location,Shape,Duration,Population,Count
27912,1992-05-12," Houston, TX", triangle,5MM,2099451.0,1
9724,1992-05-15," Willow Grove, PA", cone,5 seconds,15726.0,4
636,1992-05-18," Elmer, NJ", other,10 min,1395.0,1
17182,1992-05-20," San Lorenzo, CA", circle,5 min,23452.0,1
21707,1992-05-25," Clarion, IA", oval,2min,2850.0,2
38170,1992-06-01," Langhorne, PA", triangle,3 min.,1622.0,11
20798,1992-06-04," Jerseyville, IL", other,10minutes,8465.0,1
12279,1992-06-06," Leesburg, AL", light,2 minutes,1027.0,1
2650,1992-06-10," Houston, TX", chevron,10 min,2099451.0,1
25133,1992-06-15," Gastonia, NC", sphere,5 minutes,71741.0,11
23994,1992-06-20," Fresno, CA", oval,2 minutes,494665.0,3
39777,1992-06-21," Conesus, NY", unknown,1-2 minutes,308.0,1
17622,1992-06-24," Laramie, WY", light,2 odd lights,30816.0,1
22956,1992-06-25," Chapin, SC", other,3 to 5 min.,1445.0,2
26266,1992-06-28," Jackson, MI", cylinder,2 minutes ?,33534.0,1
42013,1992-06-30," New Britain, CT", rectangle,10-15 sec,73206.0,4
34319,1992-07-01," Garland, TX", triangle,5 minutes,226876.0,4
20596,1992-07-03," Pembroke Pines, FL", oval,3 MINUTES,154750.0,1
19204,1992-07-04," Windham, NH", sphere,~ 5 seconds,,1
20793,1992-07-05," Jerseyville, IL", flash,3 seconds,8465.0,1
25964,1992-07-07," Bowling Green, KY", other,twenty minutes,58067.0,1
34904,1992-07-08," Longview, WA", circle,10 minutes,36648.0,1
29220,1992-07-10," Cincinnati, OH", sphere,2 minutes,296943.0,3
15975,1992-07-15," Duluth, MN", other,&lt;5 sec.,86265.0,1
13962,1992-07-18," Duarte, CA", disk,30 min.,21321.0,1
6122,1992-07-19," Morris, IL", formation,5 minutes,13636.0,1
10922,1992-07-28," Sioux Falls, SD", light,30 min,153888.0,1
33801,1992-08-01," Union, WV", fireball,15 seconds,565.0,4
1862,1992-08-04," Fort Collins, CO", light,15 minutes,143986.0,1
20799,1992-08-05," Jerseyville, IL", light,10 min.,8465.0,1
20876,1992-08-06," Kamiah, ID", unknown,10 minutes,1295.0,1
39055,1992-08-10," Davis, CA", light,2 hours,65622.0,2
16350,1992-08-12," Sugar Valley, GA", disk,30 min.,,1
31529,1992-08-15," Limerick, ME", circle,3-5 minutes,,4
14421,1992-08-16," Santa Rosa, CA", unknown,approximately 10 minutes,167815.0,2
10421,1992-08-18," Columbus, GA", disk,1 minute,189885.0,2
13201,1992-08-19," Louisville, KY", unknown,aprox 1 hour,597337.0,1
24731,1992-08-24," Pinecrest, FL", disk,SECONDS,18223.0,1
17690,1992-08-29," Algonac, MI", light,3 MINUTES,4110.0,1
18141,1992-08-30," Lakewood, NJ", disk,20 minutes,53805.0,1
27950,1992-09-01," Streamwood, IL", triangle,20-30 seconds,39858.0,2
20090,1992-09-03," Wilmington, NC", disk,5 - 9 mins,106476.0,1
6345,1992-09-05," Kamiah, ID", circle,10 minutes,1295.0,1
6337,1992-09-06," Kamiah, ID", circle,1o minutes??/,1295.0,1
32060,1992-09-12," Hancock, MD", triangle,20 minutes,1545.0,1
40036,1992-09-21," Duchesne, UT", light,several minutes,1690.0,1
20927,1992-09-23," Wetumpka, AL", triangle,about 2 minutes,6528.0,1
25763,1992-09-25," Chino, CA", disk,15 minutes,77983.0,2
41333,1992-09-30," Fair Oaks, CA", disk,&lt;60 seconds,30912.0,1
40033,1992-10-01," Springfield, MO", egg,90 seconds,159498.0,4
38706,1992-10-03," Raleigh - Durham (from cockpit), NC", chevron,35 seconds,403892.0,1
34967,1992-10-10," Seymour, TN", cigar,1min. 39s,10919.0,3
7183,1992-10-11," Albuquerque, NM", sphere,15 minutes,545852.0,1
22360,1992-10-15," Miami/keys, FL", light,30 minutes,399457.0,4
15740,1992-10-22," Oak Creek, CO", unknown,15 minutes,884.0,1
24583,1992-10-23," Orange Park, FL", circle,5 minutes,8412.0,1
15268,1992-10-31," Osterville, MA", rectangle,10 seconds,,3
20795,1992-11-06," Jerseyville, IL", disk,ten min.,8465.0,1
22080,1992-11-13," Walla Walla, WA", triangle,1-2 hours,31731.0,1
25499,1992-11-15," Fish Creek, WI", triangle,15 mins,,2
4384,1992-11-22," Deming (I-10 NEAR, RT 11), NM", cigar,KEPT DRIVING,14855.0,1
27647,1992-11-24," Yaphank, NY", other,ufo crash,5945.0,2
19491,1992-11-25," Santa Cruz, CA", light,5 minutes,59946.0,1
28209,1992-11-27," Columbus, OH", disk,two minutes,787033.0,1
36662,1992-11-28," Los Angeles, CA", other,4.5 hrs,3792621.0,1
13174,1992-12-08," Exeter, NH", diamond,seconds,9242.0,1
41682,1992-12-15," Elkland, MO", oval,about 15 minutes,,3
2782,1992-12-24," West Monroe, LA", disk,2 hours,13065.0,2
14615,1992-12-31," Bristol, VA", other,1 hour,17835.0,1
2949,1993-01-10," Ithaca, NY", other,10 Seconds,30014.0,1
12278,1993-01-12," Brookfield, WI", triangle,12 to 15 min.,37920.0,1
17721,1993-01-14," Ridge, NY", unknown,2 minutes,13336.0,1
20314,1993-01-15," Canadian, TX", triangle,15 minutes,2649.0,2
7419,1993-01-20," New Hope, AL", triangle,5 min,2810.0,2
25343,1993-01-26," Manteca, CA", triangle,?,67096.0,1
26333,1993-02-03," Atlanta, GA", light,Less than minute,420003.0,1
16916,1993-02-04," Palestine, TX", other,30-45 min,18712.0,1
20138,1993-02-09," La Mesa, CA", oval,7-10 minutes,57065.0,3
26885,1993-02-15," Zimmerman, MN", light,10 seconds,5228.0,2
299,1993-02-23," Paducah, KY", unknown,10 seconds,25024.0,1
13446,1993-02-25," Chico, CA", triangle,20 seconds,86187.0,1
37311,1993-03-01," Chattanooga, TN", sphere,5 minutes,167674.0,5
16097,1993-03-06," Pittsburgh, PA", triangle,30minutes,305704.0,1
24021,1993-03-11," Killeen, TX", unknown,10 minutes,127921.0,1
20430,1993-03-15," Round Rock, TX", light,4 Hours +,99887.0,2
18026,1993-03-19," Los Alamos/Pojoaque, NM", disk,&lt;2 minutes,12019.0,1
13159,1993-03-20," Amarillo (south of), TX", light,? explanation below,190695.0,1
2483,1993-04-01," Gastonia, NC", formation,5 days,71741.0,1
33155,1993-04-04," Milwaukee, WI", triangle,5 mins,594833.0,1
35706,1993-04-10," Three Rivers, TX", sphere,20 minutes,1848.0,2
25905,1993-04-13," Pagosa Springs, CO", cigar,30 Seconds,1727.0,3
24186,1993-04-15," Virginia Beach, VA", circle,1 min,437994.0,1
9980,1993-04-16," Huber Heights, OH", disk,2 or 3 min,38101.0,1
40863,1993-04-21," Alamogordo, NM", light,10 minutes,30403.0,1
40802,1993-05-01," Wenatchee, WA", triangle,6 seconds,31925.0,2
10961,1993-05-05," Geneva, OH", cigar,4-5 mnutes,6215.0,2
18103,1993-05-07," Sedona, AZ", formation,approx 30 minutes,10031.0,1
40006,1993-05-09," Glendale, CA", light,30 seconds,191719.0,2
40908,1993-05-10," Phoenix, AZ", sphere,30 seconds,1445632.0,2
14333,1993-05-14," Woodinville, WA", unknown,5 min,10938.0,1
37699,1993-05-15," Whittier, CA", light,20 minutes,85331.0,3
940,1993-05-17," Northfield, MN", oval,3 - 5 sec.,20007.0,1
25504,1993-05-18," Box Elder (Rocky Boys&apos; Indian Agency), MT", triangle,1 hour,,1
33862,1993-05-22," Tucson, AZ", circle,2 mins,520116.0,2
16959,1993-05-24," Buffalo, NY", rectangle,30 seconds,261310.0,1
26964,1993-05-27," Liberty, KY", cigar,10 mins,2168.0,1
8353,1993-05-29," Walla Walla, WA", fireball,seconds,31731.0,1
40419,1993-06-01," Newburgh, NY", disk,5 MINUTES,28866.0,17
22198,1993-06-04," Madison Heights, MI", cylinder,5 minutes,29694.0,1
5619,1993-06-08," Worcester, MA", teardrop,12 minutes,181045.0,1
12897,1993-06-11," Kihei, HI", oval,1 1/2,20881.0,1
20933,1993-06-13," Sioux Falls, SD", fireball,30 seconds,153888.0,2
27546,1993-06-14," Traverse City, MI", triangle,1 minute,14674.0,1
41594,1993-06-15," Kirkland, WA", circle,1 minute,48787.0,14
15016,1993-06-17," Laramie, WY", unknown,unknown,30816.0,1
13454,1993-06-20," Weymouth, MA", triangle,30 seconds,,1
31627,1993-06-21," Dover, DE", teardrop,1 hour,36047.0,1
2027,1993-06-22," Colonial Beach, VA", cylinder,30 minutes,3542.0,1
22061,1993-06-25," Madison Heights, MI", cylinder,5 minutes,29694.0,1
41346,1993-06-30," Milan, OH", triangle,15 minutes,1367.0,2
35564,1993-07-01," Katy, TX", sphere,15 seconds,14102.0,6
20396,1993-07-05," Papillion, NE", rectangle,5 or 6 minutes,18894.0,1
4505,1993-07-06," Gorman (15 miles north of, I-5), CA", sphere,1 minute,,1
23687,1993-07-07," Irvine, CA", disk,A minute or two,212375.0,3
7648,1993-07-10," New Egypt, NJ", circle,45 sec. - 1 min.,2512.0,3
2101,1993-07-12," Niagara Falls, NY", formation,20-30 sec.,50193.0,2
5427,1993-07-13," Topeka, KS", triangle,five minutes,127473.0,1
34437,1993-07-15," Moscow, ID", other,3 minutes,23800.0,7
19863,1993-07-18," Liberal, KS", other,10-15 minutes,20525.0,1
38210,1993-07-20," Maltby (Snohomish, Woodinville), WA", diamond,1 minute,10830.0,2
10093,1993-07-21," Xenia, OH", light,5-6 Minutes,25719.0,1
9718,1993-08-01," Warrenton, VA", circle,5 minutes,9611.0,3
41755,1993-08-04," Newell, AR", circle,1 to 2 minutes,,1
40296,1993-08-08," Marion, VA", other,1 minute,5968.0,1
21992,1993-08-09," Beloit (east of), WI", triangle,8-10 Minutes,36966.0,3
34907,1993-08-10," Bellevue, WA", sphere,10 sec,122363.0,2
33721,1993-08-12," Schuylerville, NY", sphere,35 min,1386.0,5
35925,1993-08-15," Greenville, CA", circle,5 minutes,1129.0,5
15010,1993-08-19," Fort Collins, CO", unknown,5 minutes,143986.0,1
36654,1993-08-20," Muncie, IN", triangle,5 minutes,70085.0,6
7580,1993-08-21," Biddeford, ME", diamond,10minutes,21277.0,1
15019,1993-08-23," Laramie (east of), WY", changing,9 minutes,30816.0,1
34642,1993-08-25," Garner, NC", other,3 minutes,25745.0,2
18900,1993-09-01," Bethel (Albany Township), ME", light,2 minutes,,2
1931,1993-09-03," Burnt Ranch, CA", disk,30 min.,281.0,1
14119,1993-09-06," Seattle, WA", triangle,6 seconds,608660.0,1
34782,1993-09-10," Phoenix, AZ", rectangle,1 minute,1445632.0,2
3157,1993-09-11," Milan, OH", triangle,ten minutes+,1367.0,1
33570,1993-09-13," Yuma, AZ", triangle,3-5 minutes,93064.0,1
40016,1993-09-15," Manchester, NY", disk,5 seconds,1709.0,8
22421,1993-09-23," Trumbull, CT", circle,30 seconds,36018.0,1
31487,1993-10-01," Delaware, OH", light,2 hours,34753.0,3
22804,1993-10-10," Peoria, IL", light,8 seconds,115007.0,2
27520,1993-10-15," Moss Bluff, LA", disk,2 min,11557.0,7
8377,1993-10-16," Woodward, OK", disk,don&apos;t know,12051.0,1
27798,1993-10-27," Wanakah, NY", triangle,0:07,3199.0,1
734,1993-10-29," Bedford--Mt. Kisco, NY", triangle,5 minutes,1834.0,1
33329,1993-11-01," Sacramento, CA", triangle,20minutes,466488.0,2
18645,1993-11-02," Evansville, IN", triangle,30 minutes,117429.0,1
14769,1993-11-11," Albuquerque, NM", triangle,Ten seconds,545852.0,1
25552,1993-11-15," Gordon, NE", triangle,1 Hour?,1612.0,3
4395,1993-11-17," Middleborough, MA", light,50 minutes,7319.0,1
4824,1993-11-20," Elkton, MD", triangle,30 minutes,15443.0,1
2763,1993-11-23," Baton Rouge, LA", triangle,20 to 30 seconds,229493.0,2
3329,1993-11-24," Harlowton (in general vicinity of Malmstrom AFB), MT", formation,approx. 6 hrs.,997.0,1
501,1993-11-25," Mesquite (Approx. 15 miles west on I-15 of), NV", other,5 min. approx.,15276.0,1
31498,1993-12-01," Windham, NH", other,1/2 hour but not sure,,2
10207,1993-12-05," Poughkeepsie, NY", unknown,10 minutes,32736.0,1
15004,1993-12-10," Morganton, NC", circle,20 seconds,16918.0,1
6234,1993-12-14," Lake Park, FL", other,3sitg over 2wks,8155.0,1
28515,1993-12-15," Warren, PA", triangle,15 Mins,9710.0,3
32247,1993-12-19," Ottumwa, IA", formation,8-10 seconds,25023.0,1
15046,1993-12-20," Williamsport, PA", triangle,10 minutes,29381.0,1
20531,1993-12-24," Bellflower, MO", light,5 minutes max,393.0,1
24938,1994-01-01," Redding, CA", triangle,all night,89861.0,4
1063,1994-01-03," Albuquerque (30-60 miles west of city), NM", triangle,3-4 minutes?,545852.0,1
14026,1994-01-12," Cedar Key, FL", chevron,5 minutes,702.0,1
14273,1994-01-14," Moorpark, CA", sphere,appx 5 min,34421.0,2
16056,1994-01-18," Milford, IA", flash,1 hour,2898.0,1
11047,1994-01-19," Summit, SD", disk,10 minutes,288.0,1
5445,1994-01-24," Los Angeles, CA", disk,5 minutes,3792621.0,1
3438,1994-02-01," Savoonga,St. Lawrence Island, AK", light,6 minutes,671.0,1
2267,1994-02-10," Lewiston (Near), ID", triangle,5 minutes,31894.0,1
35606,1994-02-14," Salyersville, KY", triangle,1:00 min,1883.0,1
14237,1994-02-27," Canandaigua, NY", rectangle,5 minutes,10545.0,1
20245,1994-03-01," Menifee, CA", unknown,4 mos,77519.0,1
25211,1994-03-02," Lindsborg, KS", triangle,10 seconds,3458.0,1
7680,1994-03-03," Moab (South of), UT", triangle,one full minute,5046.0,1
27827,1994-03-08," Seattle (University District), WA", fireball,5 seconds,608660.0,2
28476,1994-03-09," Canton, MI", unknown,2 min,,1
24847,1994-03-10," Wyoming, MI", disk,1 min,72125.0,4
23280,1994-03-15," Avenal, CA", unknown,40 or 50 minutes,15505.0,3
2570,1994-03-18," Flint, MI", triangle,5 minutes,102434.0,1
16851,1994-03-24," Sturgis, MS", disk,4 minutes,254.0,1
16998,1994-03-28," Oakland, CA", light,40 minutes,390724.0,1
9029,1994-04-01," Megargel, TX", unknown,10 minutes,203.0,4
20240,1994-04-04," Hollywood, FL", circle,2 hrs,140768.0,2
13349,1994-04-06," Grosse Pointe, MI", light,3 to 5 seconds,5421.0,2
11843,1994-04-07," Jackson, MI", light,3-4 min.,33534.0,2
17169,1994-04-10," Willow Springs, MO", triangle,20 to 30 min,2184.0,1
21685,1994-04-11," Louisville, KY", triangle,not known,597337.0,2
36205,1994-04-15," Elkton, MD", other,1-3 Minutes,15443.0,3
15138,1994-04-16," Mason City (south of), IA", unknown,1 min,28079.0,1
567,1994-04-24," Albuquerque, NM", sphere,2-3sec,545852.0,1
21669,1994-04-25," Albuquerque, NM", sphere,3 seconds,545852.0,3
21608,1994-05-01," Glencoe, KY", sphere,30 minutes,360.0,2
16044,1994-05-05," Phoenix, NY", unknown,5 minutes,2382.0,2
658,1994-05-10," Frankfort, MI", unknown,30 minutes,1286.0,1
27845,1994-05-12," Winslow, ME", disk,1 min,7794.0,1
35895,1994-05-15," El Centro, CA", triangle,10 mins,42598.0,6
12462,1994-05-17," Millersburg, MO", light,45mins-90mins,,1
10540,1994-05-20," Pittsburgh, PA", oval,12 seconds,305704.0,2
16785,1994-05-23," Bend, OR", disk,3.5 hours,76639.0,1
731,1994-05-26," Sacramento, CA", triangle,5 min.,466488.0,1
40670,1994-06-01," Springfield, MO", circle,2 mins,159498.0,20
11880,1994-06-04," Galveston, TX", triangle,a few seconds,47743.0,1
26968,1994-06-05," Hyannis, MA", other,1:00 min,,1
286,1994-06-08," Idaho Falls, ID", changing,10 min.,56813.0,1
21441,1994-06-10," Waterbury, CT", circle,?,110366.0,2
40397,1994-06-11," Macy, NE", fireball,1 MIN,1023.0,2
27007,1994-06-14," Malibu (north of; on Pac. Coast Hwy.), CA", cigar,5 min.,12645.0,1
29043,1994-06-15," Tallahassee, FL", egg,20 sec or more,181376.0,11
9986,1994-06-16," Canton, OH", circle,08-seconds,73007.0,1
11585,1994-06-17," Old Bridge, NJ", disk,5 Min,23753.0,1
19282,1994-06-20," Oroville, WA", triangle,2-3 min.,1686.0,1
20909,1994-06-26," Burbank, CA", light,1min.30sec.,103340.0,1
27396,1994-06-30," Weogufka, AL", light,20 minutes,282.0,2
37994,1994-07-01," Indianapolis, IN", other,15 seconds,820445.0,5
21332,1994-07-03," Erie (over), PA", rectangle,5 TO 10 MINUTES,101786.0,1
1256,1994-07-05," Emporia/Topeka (between, on I-35), KS", unknown,20 min,24916.0,1
2948,1994-07-08," Priest River, ID", disk,90 mins or so,1751.0,1
1991,1994-07-09," Clovis (on Herndon Ave, between Maine &amp; Locan Avenues), CA", triangle,00:05-00:10,95631.0,1
41322,1994-07-10," Defiance, OH", light,5 to 10 seconds,16494.0,1
12678,1994-07-12," Osage Beach, MO", changing,5-7 minutes,4351.0,2
13554,1994-07-14," Havelock, NC", unknown,.5 minutes,20735.0,2
38763,1994-07-15," Las Vegas, NV", triangle,6-7 mins,583756.0,11
30215,1994-07-20," Moses Lake, WA", triangle,not sure,20366.0,1
22851,1994-07-21," Hot Springs, SD", light,ten minutes,3711.0,1
33807,1994-07-23," Corning, NY", triangle,0:05,11183.0,1
22591,1994-07-24," Cumberland, MD", unknown,5-10 minutes,20859.0,1
36814,1994-07-25," San Diego, CA", rectangle,SEA PORT VILLAGE,1307402.0,1
37322,1994-08-01," Beloit, WI", triangle,45 seconds,36966.0,4
36928,1994-08-04," Sedona, AZ", sphere,five minutes,10031.0,3
37666,1994-08-07," Ypsilanti, MI", formation,45 min.,19435.0,5
20411,1994-08-10," Fort Irwin, CA", unknown,3-5 minutes,8845.0,2
38109,1994-08-15," Bakersfield (near), CA", triangle,5 minutes,347483.0,10
20968,1994-08-18," Morrow, OH", disk,10 minutes,1188.0,1
24223,1994-08-20," Flint, MI", disk,2-3 minutes,102434.0,4
3746,1994-08-21," Circleville, OH", triangle,20 seconds,13314.0,1
3587,1994-08-24," Belfast, ME", triangle,20 min.,6668.0,1
36953,1994-08-25," Swanton, OH", other,five to ten min,3690.0,3
2093,1994-08-28," San Diego, CA", chevron,15 seconds,1307402.0,1
15739,1994-08-31," Stockton (South of), CA", circle,minutes,291707.0,1
30959,1994-09-01," Canton, OH", unknown,not sure,73007.0,3
3519,1994-09-09," Chico, CA", fireball,5-7seconds,86187.0,1
29384,1994-09-14," Wurtsboro, NY", circle,11:00,1246.0,1
10202,1994-09-15," North Washington, PA", oval,4 Seconds,,6
19094,1994-09-16," Carbonado, WA", changing,30mins,610.0,1
9765,1994-09-17," Elizabeth, NJ", disk,3 min,124969.0,1
12059,1994-09-20," Dickson City, PA", fireball,30-40 seconds,6070.0,3
1196,1994-09-21," Montello, NV", circle,1 minute,84.0,2
9847,1994-09-27," Lewisburg, TN", disk,about 1 minute,11100.0,1
33129,1994-10-01," Tylertown/McComb (between; on Hwy. 98 ), MS", changing,20 minutes,1609.0,8
2087,1994-10-02," Bingen, WA", fireball,15minutes to an hour,712.0,1
36330,1994-10-05," Circleville, OH", circle,30-45min,13314.0,1
41319,1994-10-08," Boynton Beach, FL", other,Fast,68217.0,1
16474,1994-10-09," Hialeah, FL", sphere,4 minutes,224669.0,1
695,1994-10-11," Riverside, CA", chevron,4 seconds,303871.0,1
26323,1994-10-12," Monticello, KY", chevron,1-2 minutes,6188.0,2
2268,1994-10-13," Farmington, MO", cylinder,2 min,16240.0,1
13261,1994-10-14," Cornersville, TN", circle,5 to 20 minutes,1194.0,2
39554,1994-10-15," Pittsburgh, PA", light,30 seconds,305704.0,7
20129,1994-10-17," Kannapolis, NC", light,20 seconds,42625.0,2
14345,1994-10-19," Medina, OH", sphere,20 minutes,26678.0,1
6854,1994-10-20," Stone Ridge, NY", light,3-4 minutes,1173.0,3
38425,1994-10-22," Berkeley, CA", light,2 minutes,112580.0,1
26865,1994-10-24," Charlotte, NC", disk,1/2 hour,731424.0,1
35209,1994-10-25," San Antonio, TX", other,10-20 seconds,1327407.0,1
22231,1994-10-31," Spring Valley, CA", light,45 minutes,28205.0,1
30346,1994-11-01," Trezevant, TN", triangle,10 min,859.0,3
3718,1994-11-03," Palmer (10 miles north of), AK", light,20 MINUTES,5937.0,1
29218,1994-11-10," Vidor, TX", unknown,2 hours,10579.0,2
36307,1994-11-11," Plymouth, IN", triangle,5 mins,10033.0,2
8857,1994-11-12," St. Florian, AL", disk,5 min,413.0,1
26943,1994-11-15," Liberty, KY", fireball,15 mins,2168.0,4
12549,1994-11-16," Petoskey, MI", triangle,20+min.,5670.0,1
2166,1994-11-23," Glendale, CA", sphere,12 seconds,191719.0,1
32055,1994-11-26," Greensboro, NC", cigar,20 mIN.,269666.0,1
31867,1994-11-27," Blanchester, OH", triangle,2-3 minutes,4243.0,2
419,1994-12-05," Sumter, SC", circle,10 min,40524.0,1
13806,1994-12-06," Farmington, MO", chevron,2 minutes,16240.0,1
2,1994-12-08," McCall, ID", fireball,10 seconds (?),2991.0,1
9912,1994-12-09," Lu Verne, IA", light,5 Seconds,261.0,1
19666,1994-12-10," Temecula, CA", disk,3-4 mins,100097.0,1
34715,1994-12-12," Greensboro, NC", oval,5 Minutes,269666.0,1
33059,1994-12-14," Vienna, OH", other,7-9 hours,650.0,1
42508,1994-12-15," Carpinteria, CA", unknown,10 min.,13040.0,6
13501,1994-12-20," Taunton, MA", other,30 seconds approximately,55874.0,1
11,1994-12-24," Seattle, WA", light,20 sec.,608660.0,1
29186,1994-12-25," Cincinnati, OH", circle,5 minutes,296943.0,2
3,1994-12-29," Lakeview, MI", light,5 min.,1007.0,1
10,1994-12-30," Los Angeles, CA", light,2 min.,3792621.0,1
7,1994-12-31," Fontana, CA", light,10 min.,196069.0,1
32571,1995-01-01," Travelers Rest, SC", triangle,8 seconds,4576.0,5
5,1995-01-03," Marysville, WA", triangle,2 min.,60020.0,1
4,1995-01-04," Noxen, PA", unknown,5  min.,633.0,1
41443,1995-01-05," Sumner, WA", disk,7 to 8 sec,9451.0,4
27457,1995-01-07," Edison, NJ", fireball,2 min,,1
15337,1995-01-10," Cleveland Heights, OH", sphere,20 seconds,46121.0,1
6608,1995-01-13," Napoleon, MI", circle,2 min,1258.0,1
32726,1995-01-15," Cleburne, TX", triangle,2-3 minutes,29337.0,5
13,1995-01-17," Anchorage, AK", light,15 min.,291826.0,1
4406,1995-01-20," West Bend, WI", circle,20 minutes,31078.0,1
12,1995-01-22," Tonasket, WA", rectangle,10 min.,1032.0,1
3048,1995-01-25," Philadelphia, PA", triangle,3-5 min.,1526006.0,1
14,1995-01-26," Concrete, WA", light,55 min.,705.0,1
13298,1995-01-30," Elbridge, NY", other,3-4 minutes,1058.0,1
33526,1995-02-01," Bolivar - 170th &amp; 326th Road junction, MO", triangle,10 minutes,10325.0,1
16,1995-02-02," Denmark, WI", cone,75 min,2123.0,1
20345,1995-02-06," Hamilton (near?), TX", light,10 - 13 secs,3095.0,1
17,1995-02-07," Tacoma, WA", unknown,5-7 sec,198397.0,1
874,1995-02-10," Downey, CA", circle,20 min,111772.0,1
33290,1995-02-15," Sacramento, CA", unknown,30-45 seconds,466488.0,6
7473,1995-02-16," Lyndhurst, OH", triangle,12 minutes,14001.0,1
