,Date,Location,Shape,Duration,Population,Count
20253,2004-11-12," Galveston, TX", cylinder,3-5 minutes,47743.0,9
24061,2004-11-13," Circleville, OH", light,1-2 min.,13314.0,13
19858,2004-11-14," Indianapolis, IN", formation,10-20 min.,820445.0,5
28429,2004-11-15," St. Joseph, MI", cylinder,seconds,8365.0,14
26624,2004-11-16," Newport, RI", triangle,4 min,24672.0,6
19457,2004-11-17," Cuba/San Isidro (between), NM", triangle,5 minutes,731.0,6
37160,2004-11-18," Gaston, OR", light,2 minutes,637.0,10
19897,2004-11-19," Las Vegas, NV", light,5 hours,583756.0,2
19483,2004-11-20," Pembroke Pines, FL", light,5 minutes,154750.0,5
21475,2004-11-21," Orlando, FL", changing,2 minutes,238300.0,2
19489,2004-11-22," Clio, MI", triangle,5 min,2646.0,1
23704,2004-11-23," Pearland, TX", light,8 min,91252.0,2
19789,2004-11-24," Lake Forest, CA", disk,10-15 min,77264.0,5
20960,2004-11-25," Fort Smith, AR", circle,about 2 minutes,86209.0,9
19662,2004-11-26," Seaford/Millsboro (from/to)Millsboro, to Rehobot, DE", light,40 minutes or more,6928.0,4
19661,2004-11-27," Clarion, PA", circle,five minutes,5276.0,13
19554,2004-11-28," Spirit Lake, ID", light,6 seconds,1945.0,4
19607,2004-11-29," Irvine, CA", unknown,.2 sec,212375.0,8
19676,2004-11-30," Syracuse/Weedsport (between), NY", triangle,5 minutes,145170.0,6
20180,2004-12-01," Lincoln, NE", fireball,2-3 seconds,258379.0,9
19658,2004-12-02," Memphis, TN", triangle,30 seconds,646889.0,7
19700,2004-12-03," York, PA", other,10 - 15 minutes,43718.0,11
24135,2004-12-04," Cumming, GA", disk,party,5430.0,11
25843,2004-12-05," Fort Pierce, FL", triangle,5 min,41590.0,7
19635,2004-12-06," Harbor Beach, MI", unknown,2 hours,1703.0,3
35170,2004-12-07," Boca Raton, FL", other,2 hours,84392.0,11
19665,2004-12-08," Lithonia, GA", light,5 seconds,1924.0,6
23876,2004-12-09," League City, TX", triangle,Seconds,83560.0,7
27374,2004-12-10," Sausalito, CA", disk,20 seconds,7061.0,4
21311,2004-12-11," Denton, TX", triangle,12-15 seconds,113383.0,15
20252,2004-12-12," New River, AZ", oval,less than a minute,14952.0,12
22342,2004-12-13," Dulce, NM", disk,Photo,2743.0,16
20360,2004-12-14," Frankenmuth, MI", triangle,10 minutes,4944.0,12
25374,2004-12-15," Headland, AL", unknown,15 minutes,4510.0,7
31502,2004-12-16," Bethel, OH", triangle,5 minutes,2711.0,10
19739,2004-12-17," Los Angeles, CA", triangle,5 Min,3792621.0,2
19765,2004-12-18," Thousand Oaks, CA", disk,25 min.,126683.0,8
20225,2004-12-19," Myrtle Beach, SC", chevron,5  min,27109.0,1
23112,2004-12-20," Fairbanks, AK", unknown,About 15-30 Minutes,31535.0,5
23105,2004-12-21," Chillicothe, OH", changing,1 hour +,21901.0,7
19812,2004-12-22," Lansdale (on highway), PA", unknown,few seconds,16269.0,3
20559,2004-12-23," Abilene, TX", oval,5-10 seconds,117063.0,6
42533,2004-12-24," Harlingen, TX", other,20min.,64849.0,7
26287,2004-12-25," Rio Hondo, TX", circle,23,2356.0,9
21534,2004-12-26," Tahlequah, OK", oval,10,15753.0,6
20481,2004-12-27," Bend, OR", triangle,3 and one half minutes,76639.0,4
24732,2004-12-28," Malibu (just W of, on Pacific Crest Highway), CA", triangle,1 minute,12645.0,5
20621,2004-12-29," Emporia, KS", other,5 - 10 seconds,24916.0,5
29481,2004-12-30," Lake Station, IN", changing,5 Minutes,12572.0,6
20000,2004-12-31," San Diego, CA", circle,3 min,1307402.0,5
24160,2005-01-01," Phoenix, AZ", triangle,10 Min.,1445632.0,12
20967,2005-01-02," Fortuna, CA", light,1 second,11926.0,7
19996,2005-01-03," Charlotte, NC", light,5-10 min.,731424.0,2
19893,2005-01-04," Sammamish, WA", fireball,2 seconds,45780.0,7
24743,2005-01-05," Chicago- West Suburbs- Rt 171, IL", triangle,10 minutes,2695598.0,9
24081,2005-01-06," Houston, TX", other,90 minutes,2099451.0,1
21116,2005-01-07," Miami, FL", sphere,MOMENTARY,399457.0,7
19898,2005-01-08," Cumberland, RI", triangle,0:10,,4
19900,2005-01-09," Worcester, MA", egg,1 second,181045.0,4
38949,2005-01-10," Marathon, FL", light,5 seconds,8297.0,8
19993,2005-01-11," Bel Air, MD", other,2 min.,10120.0,6
21089,2005-01-12," Greenfield, MA", triangle,2 - 3minites,17456.0,7
30374,2005-01-13," Fairbanks, AK", other,45 Minutes,31535.0,12
21661,2005-01-14," Mililani, HI", triangle,2 min,27629.0,7
27549,2005-01-15," Manchester, CT", disk,5 minutes,30577.0,16
24138,2005-01-16," West Dover, VT", triangle,unsure,,8
28177,2005-01-17," San Jose, CA", fireball,10 seconds,945942.0,5
19980,2005-01-18," Hawthorne, CA", other,3 min.,84293.0,4
24961,2005-01-19," Jacksonville, FL", sphere,2 hours,821784.0,4
24115,2005-01-20," Asheville, NC", light,10 mins,83393.0,8
20162,2005-01-21," Sentinel, AZ", teardrop,5min.,,4
20020,2005-01-22," Olympia, WA", light,10 minutes,46478.0,4
19999,2005-01-23," Chicago, IL", other,45 minutes,2695598.0,1
20038,2005-01-24," Wimberley, TX", light,2sec.,2626.0,7
20170,2005-01-25," Fountain Inn, SC", light,30 seconds,7799.0,4
20088,2005-01-26," Saybrook, OH", rectangle,30 minutes,,5
20050,2005-01-27," Corsica, PA", oval,5 minutes,357.0,5
23709,2005-01-28," Moultrie, GA", triangle,3 min.,14268.0,12
20483,2005-01-29," Carson, CA", unknown,3-5 minutes,91714.0,3
22628,2005-01-30," Mason, OH", changing,1&amp;1/2 hour,30712.0,4
20068,2005-01-31," Puyallup, WA", light,seven minutes,37022.0,5
37923,2005-02-01," Horn Lake, MS", triangle,15 min,26066.0,9
20466,2005-02-02," West Covina, CA", other,10 minutes,106098.0,10
20640,2005-02-03," Tucson, AZ", light,1 sec or less,520116.0,6
22235,2005-02-04," Phoenix, AZ", rectangle,1-2 minutes,1445632.0,9
25603,2005-02-05," Lexington, NC", disk,28 minutes,18931.0,3
20521,2005-02-06," Sacramento, CA", other,30 minutes,466488.0,5
20148,2005-02-07," Phoenix, AZ", unknown,3 hours,1445632.0,5
20722,2005-02-08," Rittman, OH", other,hours,6491.0,6
20978,2005-02-09," Pittsburg, CA", circle,10 minuts,63264.0,5
22314,2005-02-10," Scranton/Dickson, PA", oval,few miniutes,76089.0,9
20599,2005-02-11," Sellersburg, IN", flash,5 sec,6128.0,7
20924,2005-02-12," Coal Valley, IL", circle,2-3 minutes,3743.0,11
20220,2005-02-13," Ventura, CA", other,15 sec,,2
22536,2005-02-14," Moses Lake, WA", light,3 seconds,20366.0,9
40418,2005-02-15," Riverside, CA", other,5 minutes,303871.0,10
20247,2005-02-16," Golden Valley, MN", oval,3 minutes,20371.0,3
21134,2005-02-17," Mukwonago, WI", light,25 seconds,7355.0,8
21566,2005-02-18," Collinsville, IL", triangle,10 minutes,25579.0,7
20702,2005-02-19," La Veta, CO", flash,20 Minutes,800.0,11
20975,2005-02-20," Boston, MA", unknown,not sure,617594.0,5
27736,2005-02-21," Phoenix, AZ", light,45 MINS,1445632.0,6
37989,2005-02-22," Rockford, IL", other,4-5 minutes,152871.0,8
20711,2005-02-23," Edgerton, WI", triangle,10 minutes,5461.0,14
20922,2005-02-24," San Marcos, CA", circle,5 mins.,83781.0,12
28794,2005-02-25," Rapid City, SD", light,3.0 seconds,67956.0,10
24456,2005-02-26," Jonesboro, AR", disk,3 min,67263.0,9
20642,2005-02-27," Seattle, WA", light,1 minute,608660.0,9
23726,2005-02-28," Harrisonville, MO", disk,10 minutes,10019.0,5
28151,2005-03-01," Rockford, MI", circle,10 minutes,5719.0,11
31114,2005-03-02," Bethel, OH", circle,20 minutes,2711.0,11
23698,2005-03-03," Imperial, CA", diamond,birthday,14758.0,11
21159,2005-03-04," Seville, OH", other,5 min.,2296.0,6
20696,2005-03-05," Elmira, NY", circle,a few seconds,29200.0,5
20993,2005-03-06," Granby, VT", egg,two hours,,7
35390,2005-03-07," Ontario, OR", circle,5-10 seconds,11366.0,8
21395,2005-03-08," West St. Paul, MN", sphere,5 seconds,285068.0,13
21193,2005-03-09," Wellington, FL", other,20 seconds,56508.0,8
20860,2005-03-10," Lancaster, CA", fireball,3 minutes,156633.0,11
22477,2005-03-11," Mill Valley, CA", disk,45 seconds,13903.0,7
25501,2005-03-12," Kelseyville, CA", disk,3 minutes,3353.0,15
23278,2005-03-13," Holland, MI", circle,2 minutes,33051.0,10
33196,2005-03-14," Miami, FL", light,15 seconds,399457.0,10
33210,2005-03-15," Grand Junction, CO", other,20 mins.,58566.0,14
21293,2005-03-16," Bulls Gap, TN", disk,2-3 minutes,738.0,9
31766,2005-03-17," Souderton, PA", light,less than 1.5 minutes,6618.0,6
20886,2005-03-18," Antioch, IL", circle,2 MIN,14430.0,5
20890,2005-03-19," Annandale, MN", circle,30 seconds,3228.0,7
28082,2005-03-20," Phoenix, AZ", light,1 min. (approx.),1445632.0,7
21633,2005-03-21," Zionsville, IN", fireball,several minutes,14160.0,14
21696,2005-03-22," Reno, NV", oval,a few seconds,225221.0,6
22278,2005-03-23," Murrieta, CA", triangle,2 minutes,103466.0,3
20945,2005-03-24," Lemont, IL", circle,5 minutes,16000.0,3
26613,2005-03-25," Tucson, AZ", diamond,30 seconds,520116.0,6
20939,2005-03-26," Baldwin, WI", cigar,4 minutes,3957.0,4
24744,2005-03-27," Larned, KS", cylinder,5 MINUTES,4054.0,9
24854,2005-03-28," Mineral Springs, NC", other,45 seconds,2639.0,5
21067,2005-03-29," Nassau (Long Island), NY", light,25 min,1133.0,3
21157,2005-03-30," The Dalles, OR", sphere,approx 2 minutes,13620.0,7
21471,2005-03-31," Simi Valley, CA", light,5 seconds,124237.0,7
42890,2005-04-01," Wentzville, MO", chevron,1 minute,29070.0,7
21029,2005-04-02," Morgantown, WV", circle,7:00pm-7:15pm,29660.0,8
21021,2005-04-03," Minneapolis, MN", triangle,1 minute,382578.0,6
21110,2005-04-04," Wentzville, MO", fireball,3-4 seconds,29070.0,3
21018,2005-04-05," Phelan, CA", changing,25 minutes,14304.0,2
21020,2005-04-06," Reno, NV", light,3.5 hours,225221.0,4
34285,2005-04-07," Chester, VA", circle,3 min,20987.0,7
21050,2005-04-08," Hagerstown, MD", unknown,about 10 min.,39662.0,7
33888,2005-04-09," Oak Harbor, WA", formation,0:07,22075.0,12
22353,2005-04-10," Phoenix, AZ", oval,45 sec,1445632.0,4
21163,2005-04-11," Island Pond, VT", cylinder,1 minute,821.0,8
25983,2005-04-12," Lake Forest, CA", light,5 minutes,77264.0,8
28109,2005-04-13," Somerset, NJ", cigar,2 MINS.,22083.0,10
21491,2005-04-14," Waterford, WI", light,10 SECONDS,5368.0,12
21728,2005-04-15," South Point, OH", light,5 minutes,3958.0,5
21925,2005-04-16," Sharpsville, IN", light,10-15 sec.,607.0,15
21535,2005-04-17," Wake Forest, NC", unknown,5 Minutes,30117.0,9
21402,2005-04-18," Philadelphia, PA", rectangle,unknown,1526006.0,5
21171,2005-04-19," Wilmington, DE", light,30 seconds,70851.0,7
21634,2005-04-20," Rapid City, SD", triangle,1-2 min,67956.0,3
21199,2005-04-21," Piscataway, NJ", unknown,2-4 minutes,,5
22666,2005-04-22," Miami Beach, FL", rectangle,1 minute,87779.0,2
22020,2005-04-23," Homosassa, FL", light,2 minutes,2578.0,4
21465,2005-04-24," Willits, CA", circle,about 2 min,4888.0,8
31874,2005-04-25," Mecca, CA", unknown,3-6 minutes,8577.0,6
31663,2005-04-26," Deer Isle, ME", other,30 - 45 minutes,,7
21235,2005-04-27," Portland, OR", fireball,3 seconds,583776.0,2
23126,2005-04-28," Blytheville, AR", changing,1 hour,15620.0,4
21499,2005-04-29," Tampa, FL", light,approximately 10 minutes,335709.0,36
21664,2005-04-30," Dunstable, MA", triangle,5 minutes,,2
39184,2005-05-01," Wayland, MA", light,1 or 2 minutes,,10
23778,2005-05-02," Big Lake, TX", light,1-1/2 hours,2936.0,5
21675,2005-05-03," Norfolk, VA", disk,2-4 minutes,242803.0,5
22119,2005-05-04," Milford (between cities), IN", flash,About 5 seconds,,4
39840,2005-05-05," Troy/Rochester Hills, MI", triangle,20-30 seconds,80980.0,13
21563,2005-05-06," Sedona, AZ", light,5 minutes,10031.0,2
22845,2005-05-07," Laconia, NH", disk,10 seconds,15951.0,6
21302,2005-05-08," Black Canyon City, AZ", unknown,10 minutes,2837.0,3
23437,2005-05-09," Austin, TX", cigar,A few seconds,790390.0,3
24498,2005-05-10," Columbia, MD", sphere,1 minute,99615.0,7
21572,2005-05-11," Petaluma, CA", flash,1 Second,57941.0,8
21726,2005-05-12," Honeoye Falls, NY", disk,2 minutes,2674.0,6
21353,2005-05-13," Emory, TX", rectangle,about 1 minute,1239.0,6
21374,2005-05-14," Cincinnati, OH", circle,10 min,296943.0,2
30983,2005-05-15," Troy, MI", light,5 seconds,80980.0,18
26409,2005-05-16," Long Branch, NJ", other,10 min,30719.0,4
21363,2005-05-17," Abilene, TX", light,20 secs,117063.0,2
21377,2005-05-18," Phoenix, AZ", light,30 min.,1445632.0,5
21533,2005-05-19," El Paso, TX", sphere,1hr15min,649121.0,7
28658,2005-05-20," Cut Bank, MT", light,30 minutes,2869.0,12
26734,2005-05-21," Lincoln, NE", changing,20 minutes,258379.0,11
23683,2005-05-22," Wichita, KS", sphere,60 seconds or less,382368.0,6
39548,2005-05-23," Little Falls, MN", other,2 seconds,8343.0,9
21507,2005-05-24," Sullivans Island, SC", disk,7-10 minutes,,7
24750,2005-05-25," Lisbon, NY", formation,15 Seconds,,9
21924,2005-05-26," Bellingham, WA", circle,10-15 seconds,80885.0,5
21650,2005-05-27," Denver, CO", disk,1 minute,600158.0,6
21971,2005-05-28," Corydon, IN", light,20 min.,3122.0,7
21466,2005-05-29," Torrance, CA", other,15 MIN.,145438.0,4
21539,2005-05-30," Knoxville/Alcoa, TN", chevron,10&quot;,178874.0,4
25344,2005-05-31," Ben Wheeler, TX", light,1hr,,5
24269,2005-06-01," Fremont, CA", triangle,several minutes,214089.0,12
22662,2005-06-02," St. Louis, MO", cylinder,15 minutes,319294.0,5
21505,2005-06-03," Englewood, CO", circle,1 minute,30255.0,2
23616,2005-06-04," Trout Lake, WA", light,1hr 45min,557.0,4
22032,2005-06-05," Lancaster, CA", light,8 to 10 seconds,156633.0,8
22322,2005-06-06," North Myrtle Beach, SC", circle,40 Seconds,13752.0,11
24864,2005-06-07," Salt Lake City, UT", other,waiting for the green tra,186440.0,11
27048,2005-06-08," Phoenix, AZ", light,1/2 hr.,1445632.0,7
25377,2005-06-09," Alexandria, VA", other,2hour 4 min,139966.0,6
27769,2005-06-10," Greenville, SC", changing,10 minutes,58409.0,3
31245,2005-06-11," Barstow, CA", circle,4 minutes,22639.0,11
21869,2005-06-12," Tehachapi, CA", chevron,2 minutes approx.,14414.0,2
21595,2005-06-13," Crestline, CA", circle,10 seconds,10770.0,7
38267,2005-06-14," Hartford, KS", circle,5 minutes,371.0,9
41616,2005-06-15," Pendleton, KY", light,3 min,,21
26235,2005-06-16," Scobey, MT", unknown,Unknown,1017.0,6
39697,2005-06-17," Chester, IL", disk,20-30 seconds,8586.0,11
22391,2005-06-18," Coral Springs, FL", triangle,2 minutes,121096.0,9
30871,2005-06-19," Bellevue, WA", oval,4 Minutes,122363.0,18
41729,2005-06-20," Amarillo, TX", other,1 hour,190695.0,5
40821,2005-06-21," Vancouver, WA", circle,30-40 seconds,161791.0,7
21755,2005-06-22," Centerville, OH", other,15 minutes,103.0,8
25291,2005-06-23," Italy, TX", light,30 seconds,1863.0,9
36716,2005-06-24," Milan, TN", sphere,25 min.,7851.0,14
23862,2005-06-25," Decatur, AR", changing,5 MIN,1699.0,14
22158,2005-06-26," Fresno, CA", triangle,5 minutes,494665.0,7
24911,2005-06-27," Colorado Springs, CO", triangle,1-3 minets,416427.0,3
22241,2005-06-28," Gila Bend, AZ", disk,15 minutes,1922.0,9
21921,2005-06-29," Lantana, FL", unknown,2 min.,10423.0,8
41807,2005-06-30," Stony Brook, NY", sphere,seconds,13740.0,17
28531,2005-07-01," Woodbury, TN", disk,they keep coimng,2680.0,4
22138,2005-07-02," Spencerport, NY", triangle,2 minutes,3601.0,6
22191,2005-07-03," Sultan, WA", light,1 min,4651.0,16
40399,2005-07-04," Queensbury, NY", light,15 minutes,,30
24660,2005-07-05," Covina, CA", circle,10 minutes,47796.0,10
26180,2005-07-06," Murray, KY", cigar,5:00 min,17741.0,11
22015,2005-07-07," Lexington, KY", cigar,2-3 minutes,295803.0,8
26591,2005-07-08," Tuscaloosa, AL", circle,ABOUT 10 SEC.,90468.0,9
22429,2005-07-09," Scottsdale, AZ", changing,1 hour,217385.0,17
32061,2005-07-10," Brook Park, OH", light,4 minutes,19212.0,15
39998,2005-07-11," Carmichael, CA", other,3 minutes,61762.0,13
32730,2005-07-12," Beaverton, OR", changing,45 seconds,89803.0,5
36986,2005-07-13," Mora, MN", cigar,3 minutes,3571.0,12
25759,2005-07-14," Imperial, MO", circle,15 minutes,4709.0,11
41252,2005-07-15," Springfield, OH", circle,2.min,60608.0,24
34173,2005-07-16," Chaska, MN", light,5 seconds,23770.0,10
28097,2005-07-17," Loveland, CO", light,1.5-2min,66859.0,9
27500,2005-07-18," Concord, CA", triangle,5 Minutes,122067.0,13
22060,2005-07-19," Bakersfield, CA", sphere,3 sec.,347483.0,5
25864,2005-07-20," Rock Island, IL", light,3-5 seconds,39018.0,6
36053,2005-07-21," Loris, SC", cylinder,10 Seconds,2396.0,5
23272,2005-07-22," Jacksonville, FL", light,30min,821784.0,4
23649,2005-07-23," Houston-College Station, TX", teardrop,less than 15mins,2099451.0,8
26922,2005-07-24," Detroit Lakes, MN", light,5 minutes,8569.0,7
23184,2005-07-25," Salem/Shawsville(between; driving on I-81 S), VA", cylinder,10-May,24802.0,8
22113,2005-07-26," Avinger (Lake o&apos; the Pinext), TX", changing,30 seconds,444.0,1
25548,2005-07-27," Virginia Beach, VA", light,3 mins,437994.0,11
22178,2005-07-28," Cape May Court House, NJ", unknown,5 minutes,5338.0,7
22204,2005-07-29," Topeka, KS", light,30 seconds,127473.0,9
22256,2005-07-30," Bartonville, IL", fireball,10-15 seconds,6471.0,9
22222,2005-07-31," Lee, NH", light,5 Seconds,,15
37641,2005-08-01," Bellingham, WA", other,20 minutes,80885.0,9
22247,2005-08-02," Bolingbrook, IL", light,15 MINUTES,73366.0,8
24467,2005-08-03," Belvidere, IL", triangle,2-3minutes,25585.0,4
22853,2005-08-04," Vienna, MO", unknown,4 hours,610.0,10
32336,2005-08-05," Corfu, NY", light,3 minutes,709.0,10
22344,2005-08-06," Spring Valley, CA", cigar,20 minutes,28205.0,13
22707,2005-08-07," New Freedom, PA", light,0:30,4464.0,6
39361,2005-08-08," Rockford, IL", circle,15 seconds,152871.0,4
22259,2005-08-09," New Smyrna Beach, FL", fireball,3 to 4 sec,22464.0,2
36224,2005-08-10," Sturgis, SD", flash,3 minutes,6627.0,11
22324,2005-08-11," Bertram, TX", cigar,3 to 5 minutes,1353.0,9
28138,2005-08-12," Oakland, ME", unknown,10 minutes,2602.0,16
23102,2005-08-13," Woodstock/Harvard, IL", light,2 minutes,24770.0,1
31535,2005-08-14," St. Petersburg, FL", cross,3 minutes,244769.0,7
31196,2005-08-15," Lompoc, CA", other,10 minutes,42434.0,18
24069,2005-08-16," South Berwick, ME", triangle,15min,,7
28101,2005-08-17," Fort Payne, AL", triangle,30 min.,14012.0,4
22382,2005-08-18," New Port Richey, FL", other,15 min,14911.0,5
27599,2005-08-19," Evanston, IL", unknown,5 or 10 min.,74486.0,6
27800,2005-08-20," Gila Bend, AZ", changing,10,1922.0,10
22819,2005-08-21," San Diego, CA", light,3 minutes,1307402.0,7
29802,2005-08-22," Presque Isle, MI", light,3-4 minutes,,8
22459,2005-08-23," Pikeville, KY", rectangle,7 minutes,6903.0,5
22467,2005-08-24," Santa Barbara, CA", changing,3 minutes,88410.0,4
32029,2005-08-25," Henderson, NV", disk,5 minutes,257729.0,6
23419,2005-08-26," Vail, CO", sphere,15-20 seconds,5305.0,5
23904,2005-08-27," Rochester, MN", disk,10 Minutes,106769.0,14
22464,2005-08-28," Los Angeles, CA", changing,5 minute,3792621.0,3
22488,2005-08-29," St. Joseph, MN", light,20 Min.,6534.0,8
23025,2005-08-30," Meridian, MS", other,1 hour,41148.0,6
22482,2005-08-31," Fairport, NY", light,30 seconds/15 minutes,5353.0,3
31648,2005-09-01," Murfreesboro, TN", triangle,1 hour,108755.0,19
41046,2005-09-02," Fresno (near), CA", cigar,3-5 min,494665.0,20
23323,2005-09-03," Seattle, WA", light,5 minutes,608660.0,10
23574,2005-09-04," Redondo Beach, CA", triangle,5 minutes,66748.0,7
31958,2005-09-05," Mount Washington, KY", disk,20 to 25 seconds,9117.0,7
25651,2005-09-06," Columbia, PA", disk,30 seconds,10400.0,11
25122,2005-09-07," Lisle, IL", oval,4 mins,22390.0,11
22783,2005-09-08," Buckeye, AZ", fireball,1 hr X&apos;s 3 days,50876.0,9
22680,2005-09-09," Gold Canyon, AZ", unknown,one hour or so,10159.0,5
29496,2005-09-10," LeRoy, KS", triangle,5 min,561.0,16
24174,2005-09-11," Dade City, FL", light,3-4 minutes,6437.0,13
22653,2005-09-12," Tucson, AZ", other,20 min,520116.0,11
24217,2005-09-13," Payson, AZ", disk,10 to 14 second&apos;s,15301.0,11
32761,2005-09-14," Havre, MT", formation,10 min.,9310.0,8
28057,2005-09-15," North Myrtle Beach, SC", light,45 minutes,13752.0,12
22883,2005-09-16," Eugene, OR", changing,3m:40sec.,156185.0,8
31499,2005-09-17," Havre, MT", fireball,Several Minutes,9310.0,15
23183,2005-09-18," Mequon, WI", oval,30 minutes,23132.0,11
23186,2005-09-19," Dragoon, AZ", light,At least 3-5 Minutes from,209.0,16
40139,2005-09-20," Moline, IL", triangle,20 seconds,43483.0,18
23856,2005-09-21," Gorham, NH", other,40 Minuets,1600.0,16
23956,2005-09-22," Simi Valley, CA", fireball,6-8 min,124237.0,29
28125,2005-09-23," Gorham, NH", formation,2 hours,1600.0,6
36614,2005-09-24," Deerfield Beach, FL", triangle,30 seconds,75018.0,12
23573,2005-09-25," Sayreville, NJ", oval,3 minutes,42704.0,6
30547,2005-09-26," Ellsworth, WI", formation,2+ Hours,3284.0,9
22896,2005-09-27," Gail, TX", circle,3 min,231.0,4
24310,2005-09-28," Wyoming (I-80, westbound), WY", other,20 minutes,,12
22890,2005-09-29," Ocean City, MD", circle,20 mins,7102.0,14
29594,2005-09-30," San Antonio, TX", light,4 minutes,1327407.0,56
40066,2005-10-01," Harrisburg, MO", light,40 minutes,266.0,44
29768,2005-10-02," Heflin, AL", circle,five min,3480.0,6
23080,2005-10-03," Burlington, VT", disk,15 minutes,42417.0,8
23914,2005-10-04," Waterford, MI", sphere,20 min,,16
24870,2005-10-05," Rockford, MI", fireball,10-15 seconds,5719.0,12
24080,2005-10-06," Huachuca City, AZ", cigar,15 minutes,1853.0,10
26559,2005-10-07," Clifton, CO", light,20 minutes,19889.0,6
35183,2005-10-08," Chester, AR", oval,5 minutes,159.0,8
26027,2005-10-09," Garden City, ID", other,1.min,10972.0,7
26813,2005-10-10," Lewisburg, TN", unknown,4 minutes,11100.0,11
23741,2005-10-11," Little Ferry, NJ", oval,5 min,10626.0,9
24199,2005-10-12," Noblesville, IN", light,10 seconds,51969.0,11
32997,2005-10-13," Terlton, OK", cylinder,2 Minutes,106.0,13
23511,2005-10-14," Bonner Springs, KS", light,5 minutes,7314.0,10
35714,2005-10-15," Brentwood, NH", light,20 minutes,,25
23754,2005-10-16," Colorado Springs, CO", triangle,2 min.,416427.0,14
27596,2005-10-17," Clementon, NJ", other,30 seconds,5000.0,12
23292,2005-10-18," Orlando, FL", other,10 seconds,238300.0,9
36967,2005-10-19," Bastrop, LA", triangle,45 minutes,11365.0,7
37725,2005-10-20," Moline, IL", triangle,2 minutes,43483.0,17
23456,2005-10-21," Heflin, AL", sphere,30 minutes,3480.0,3
33436,2005-10-22," Tinley Park, IL", unknown,15 min,56703.0,12
23392,2005-10-23," Yucaipa, CA", light,7 min,51367.0,7
29350,2005-10-24," Lauderhill, FL", oval,1 minute or less,66887.0,9
23436,2005-10-25," Milwaukee, WI", triangle,1/2 minute,594833.0,6
23465,2005-10-26," Gila Bend, AZ", light,3 minutos,1922.0,12
24421,2005-10-27," Elko, NV", light,light,18297.0,6
40137,2005-10-28," Eldridge, IA", disk,30 seconds,5651.0,11
24097,2005-10-29," Dallas, TX", disk,10 minutes,1197816.0,10
27679,2005-10-30," Silver Spring, MD", triangle,25 minutes,71452.0,18
29041,2005-10-31," Edison, NJ", other,Seconds,,31
34892,2005-11-01," Tinley Park, IL", triangle,20 to 60 mins,56703.0,15
38190,2005-11-02," Woodstock, GA", triangle,10 seconds,23896.0,19
23706,2005-11-03," Chico, CA", triangle,ten minuites,86187.0,18
23609,2005-11-04," Helena, MT", triangle,10-15 seconds,28190.0,10
40667,2005-11-05," Boise, ID", formation,10 Minutes,205671.0,21
24836,2005-11-06," Cincinnati, OH", other,60 seconds,296943.0,9
33203,2005-11-07," Pensacola, FL", sphere,a minute or so,51923.0,24
27960,2005-11-08," Steamboat Springs, CO", unknown,1.5 min,12088.0,10
23576,2005-11-09," Shingle Springs, CA", circle,hours,4432.0,12
28322,2005-11-10," Quartzsite, AZ", light,90 minutes,3677.0,15
36334,2005-11-11," Fremont, CA", light,30 seconds,214089.0,11
24214,2005-11-12," Perris/White Water (between), CA", triangle,45 mins,68386.0,8
23997,2005-11-13," Lake George, NY", oval,?,906.0,4
23626,2005-11-14," Mandeville, LA", fireball,10 sec,11560.0,14
32541,2005-11-15," Lakeland, FL", triangle,several hours/days,97422.0,22
23798,2005-11-16," Los Angeles, CA", disk,2 minutes,3792621.0,6
23600,2005-11-17," Meadville, PA", light,2 hours,13388.0,6
24122,2005-11-18," Parish, NY", light,20 minutes,450.0,10
33687,2005-11-19," Columbia - Stephens Lake, MO", light,1 minute,108500.0,6
23806,2005-11-20," Elk Grove, CA", circle,20 minutes,153015.0,10
23801,2005-11-21," Long Beach, CA", disk,6minutes,462257.0,5
25153,2005-11-22," Folly Beach, SC", disk,35 SECONDS,2617.0,20
33145,2005-11-23," Lee Vining, CA", light,2.5 hours,222.0,7
32009,2005-11-24," Santa Barbara, CA", triangle,15 seconds,88410.0,10
23725,2005-11-25," Wichita, KS", cigar,5 minutes,382368.0,11
24441,2005-11-26," Greensburg, KY", changing,1 hour,2163.0,5
25915,2005-11-27," Groton, CT", light,10 seconds,10389.0,3
31226,2005-11-28," Apex, NC", triangle,2 minutes,37476.0,6
33028,2005-11-29," Grove Hill, AL", triangle,5 seconds,1570.0,9
23756,2005-11-30," Wanamassa, NJ", fireball,about 2 seconds,4532.0,5
33018,2005-12-01," Tallahassee, FL", cigar,10 minutes,181376.0,10
23785,2005-12-02," Boston, MA", light,10 seconds,617594.0,7
23887,2005-12-03," Ithaca, NY", light,1.5 hours,30014.0,9
23770,2005-12-04," Mesa, AZ", light,3 seconds,439041.0,2
24677,2005-12-05," Ypsilanti, MI", other,10 minutes,19435.0,10
23935,2005-12-06," Palmdale, CA", triangle,15 minutes,152750.0,6
23807,2005-12-07," Kenosha, WI", other,1 hour,99218.0,3
24038,2005-12-08," Redlands, CA", changing,10 minutes,68747.0,9
23811,2005-12-09," Okmulgee, OK", cigar,3 min,12321.0,1
36807,2005-12-10," Maumelle, AR", cigar,10 minutes,17163.0,9
24494,2005-12-11," San Francisco, CA", fireball,40.00 sec,805235.0,5
28905,2005-12-12," Boca Raton, FL", triangle,4 minutes,84392.0,9
