date,distance,drinking,population,satellite,fireball,pilotballon,precipitation,visibility,smog,shape,timing
20070926,0.636844444,7,103767,0,,,0,10,44, light,60 seconds
20070926,12.54515311,5.3,620306,0,,,0,10,, light,20 seconds
20070927,338.8703001,10.7,58543,0,,,0,5,, triangle,1-2 minutes
20070928,2.71687376,4.3,6935,0,,,0,10,, rectangle,3 mins
20070930,2.234619391,9.6,96853,0,,,0,17,41, light,10 Minutes
20071009,5.232873343,9.1,40345,0,,40.87520966,0,9,44, triangle,3-5 min
20071209,288.2884449,5.6,6061,0,,65.96637806,0,5,, triangle,5-7 minutes
20090627,4.479849736,4.8,20442,0,,,0,6,, circle,10 sec
20070925,6.741062662,9.6,52764,0,,,0,9,, disk,15 minutes
20070926,9.22E+18,,,0,,,,,, cigar,30 sec
20070926,9.22E+18,,,0,,,,,, diamond,5 minutes
20070926,9.22E+18,,,0,,,0.33,9,,,
20070926,9.22E+18,,41918,0,,,,,47, circle,5 minutes
20070927,1.05069618,11.8,1906,0,,,0.33,9,, circle,30 seconds
20070927,,,,0,,,,,, light,20 seconds
20070928,0.550052246,10.8,244995,0,,,0,10,, other,10 Seconds
20071002,42.50996802,7.9,44242,0,,,,,, oval,10 min
20071027,0.356806309,6.8,13327,0,,,0,10,, unknown,40 SECONDS
20071225,2.598063948,3,14357,0,,,,,, triangle,under 1 minute
20080224,,,,0,,,0,7.9,, circle,10min
20070927,1.333399336,6.6,116806,0,,,0,11,, light,6minutes
20070927,629.0569699,5.5,54711,0,,,0,7,, light,5 min
20070929,1.953055193,8.3,36394,0,,11.71937854,0,,43, unknown,10 mins
20070930,6.518137417,10.8,225725,0,,,0,10,, circle,Unknown
20071002,4.967482885,5.7,165253,0,,,0,9,, triangle,2 minutes
20071003,1.082774463,7.2,,0,,,0.01,9,, unknown,1-2 seconds
20071008,0.614595558,11.4,231266,0,,,0,10,41, oval,Several seconds
20071010,0.800096075,9.2,578302,0,,,0,10,25, triangle,20 seconds
20071018,1.769479879,8.3,114876,0,,3.39203271,0,10,39, unknown,20 seconds
20090302,0.356232111,16.6,218986,0,,,0,10,80, rectangle,30 seconds
20090411,1051.269732,8,2747,0,,,,,, triangle,few minutes
20070927,1.649235215,6.6,136703,0,,,,,, formation,~ 20 seconds
20070928,1.618561403,8,9965,0,,,0,10,, light,ongoing
20070928,130.9867928,8.5,25425,0,,,0.1,9,, flash,still occuring
20070928,3628.880398,7.6,4803,0,,,0,10,30, chevron,15 minutes
20070929,0.828479098,6.9,14837,0,,,0,9,, rectangle,10 seconds
20071002,0.463245374,9.2,200201,0,,99.23693104,-0.00001,10,, unknown,5 min.
20070928,2.526982753,9.1,2703991,0,,,0,10,47, diamond,30 minutes
20070929,1.781276242,7.8,,0,,,,,, light,5 minutes
20070929,2.526982753,9.1,,0,,,0,10,47, light,2 mins
20070929,6.061183179,5.6,1314,0,,,,,47, disk,15 seconds
20070929,,,2703991,0,,,,,, circle,3 seconds
20070930,2.813859404,7.5,,0,,,0,10,, light,1 min
20070930,1238.114868,10.4,51022,0,,,,,, light,4 mins
20071002,1.344531324,4.3,1289,0,,,0,10,, fireball,2 minutes
20071002,6609.949719,4.7,,0,,,,,, light,5 seconds
20071005,2.090190385,12,,0,,,-0.00001,10,, light,3:00
20071012,419.5953678,3.6,45933,0,,,0,10,, sphere,5-6 minutes
20071016,1.27940277,6.9,3401,0,,,0,10,, circle,2 seconds
20070930,1.3338543,7.8,62532,0,,,0,10,, formation,10 seconds
20070930,1.373002261,4.8,14587,0,,,0,10,, triangle,2 min
20070930,1.609346193,4.5,3395,0,,54.85635565,0,10,, cigar,1 Second
20070930,35.36865431,4.9,825,0,,,0,10,, other,5 Minutes
20070930,857.9841487,11.4,165253,0,,,0,9,, other,2 min.
20070930,,,82463,0,,,,,, sphere,3 minutes
20071001,1.112912698,9.2,,0,,,0,10,, light,15 Seconds
20071001,3.959316296,8.2,,0,,,0,10,, triangle,10 seconds
20071001,7.102728018,5.7,37312,0,,,0,10,, changing,Still happening
20071001,349.0306436,5.2,184704,0,,,0,10,, light,15min
20071001,588.7684426,7.7,32032,0,,,0.12,10,, flash,10-20 seconds
20071001,,,28780,0,,,,,, other,25 minutes
20071007,1.884675717,7,30934,0,,,0.01,10,, sphere,5 minutes
20071027,1.769479879,8.3,,0,,3.39203271,0,10,36, unknown,about 4 minutes
20071124,70.18580352,6.5,101248,0,,,0,10,, circle,20 MINUTES
20071125,2059.955091,9,,0,,,0,10,, unknown,various
20080131,1912.798817,6.1,662,0,,,0,10,, triangle,30sec-1min
20080204,1912.798817,6.1,662,0,,,0,10,, triangle,30sec-1min
20071001,0.251619188,8.2,5585,0,,,0,9,31, sphere,2 Minutes
20071001,0.815424353,9.2,,0,,,0.15,9,35, unknown,
20071001,1.468498111,7.2,1702,0,,,0,10,38, light,10 seconds
20071001,1.609346193,4.5,,0,,54.85635565,0,10,, other,4 mins
20071001,3.985993255,10.3,50194,0,,,0,10,, triangle,2mins
20071001,4.756796409,6.2,3751872,0,,,,,, flash,15min
20071001,8.500764407,4.9,,0,,,,,, circle,1min
20071001,,,3811,0,,,,,, unknown,5 minutes
20071002,0.037799397,7.3,147898,0,,,0.06,10,37, oval,5 seconds
20071003,2013.564616,9,,0,,,0,10,, oval,5 mins
20071005,721.6418768,7.8,40793,0,,,,,, flash,Seconds
20071007,731.1833268,5.1,37312,0,,,0,10,, unknown,Still happening
20071012,3.365532847,6.4,,0,,,0,10,, light,3 hours
20071101,,,,0,,,,,, light,10 minutes
20071119,3.597073169,7.6,691568,0,,,0.01,10,, light,20MIN
20071231,728.7795547,9.1,6981,0,,,0,10,, oval,a few seconds
20080530,3.992159683,9.6,139097,0,,,0,10,40, diamond,2 minutes
20080929,5.878641262,4.7,1237,0,,,0,10,, triangle,5 sec
20091031,,,,0,,,,,, disk,1 min
20071002,0.021525339,6.9,2044612,0,,,,,142, light,10 Minutes
20071002,0.774217309,7.8,9046,0,,,,,, unknown,15 min
20071002,2729.687242,9,11315,0,,,0,,, triangle,2 minutes
20071002,,,34547,0,,,,,, circle,2 hours
20071003,1.392261219,6.3,,0,,,0,10,, light,1hr
20071003,3.737034123,8.3,396538,0,,7.991247259,,,, triangle,20 mins.
20071004,2.635027382,7.5,1456,0,,,0,10,, circle,15 seconds
20071007,,6.5,,0,,,,,, light,1:30 minutes
20071013,3132.014255,7.7,1457,0,,,0,10,, circle,Dark cold morning
20071015,1.373963877,8.6,,0,,,0,14,, unknown,&lt;30 seconds
20071102,2067.858619,14.4,,0,,,0,3,, oval,5 secs
20081106,0.940373255,8.6,100959,0,,,0.43,8,, light,20min - 30min
20071003,0.884685685,8.9,38966,0,,,0.1,9,32, circle,20 minutes
20071003,2.397683186,9.6,5652,0,,,0.31,9,, circle,2
20071003,2.526982753,9.1,10558,0,,,0,9,24, circle,7 minutes
20071003,4.616034074,8.2,102589,0,,,0,10,, circle,3 minutes
20071003,5.654228789,6.9,,0,,,0,10,, sphere,3 minutes
20071003,8.00558404,3.8,1342,0,,,0,10,, unknown,1-2 hours
20071003,878.6338484,5.9,60915,0,,,0,10,42, light,Hour and a half
20071003,2362.633434,7.1,3639,0,,,0,10,, fireball,Brief
20071004,1.431070788,7.7,98962,0,,,0,10,, triangle,15 mins
20071004,2.167130707,8.3,355940,0,,,,,, light,two -tree minuts
20071004,3.260982473,3.3,6674,0,,,0,10,, fireball,3 Seconds
20071004,508.7728507,6.1,10643,0,,,0,10,, oval,ten seconds
20071004,,8,,0,,,-0.00001,8,, other,2  minutes
20071005,677.571282,9.1,2703991,0,,,0,10,, unknown,15 minutes
20071012,1.761735989,9.4,,0,,,,,, light,3 minutes
20080131,4115.041454,10.7,5101,0,,,0.08,8,, triangle,2-5 minutes
20071004,0.577405786,9.2,319,0,,,0,9,, triangle,8 seconds
20071004,1.61701669,7.7,442,0,,,0.05,,, light,5 minutes
20071004,2.624051034,7.8,294480,0,,,0,10,, light,10 minutes
20071005,6.913844302,2.9,64889,0,,,,,, cigar,15 seconds
20071006,1.082403697,8.3,784998,0,,,0,9,46, disk,30 seconds
20071007,5.706447906,6.1,,0,,,0,7,, unknown,1 second
20071008,0.418532804,9.8,,0,,,0,10,, light,1 hour
20071008,,,5542,0,,,0,,, light,3 minutes
20071013,1.099246918,8.3,116745,0,,,0.01,6,, circle,15 Seconds
20071110,3.543822729,9.8,,0,,,,,, rectangle,10 seconds
20071005,0.021525339,6.9,150362,1,,,,,23, other,2 to 3 minutes
20071005,0.059974531,9.2,,1,,,0,10,61, light,1 hour
20071005,2.521010096,7,225725,1,,,0,9,, sphere,3+ hours
20071005,3.061267969,5.8,17884,1,,,0,10,, light,1.5 Hours
20071005,3.061267969,5.8,,1,,,0,10,, triangle,3-4 minutes
20071005,,,78375,1,,,0,7.4,, triangle,Still happening
20071006,1.953055193,8.3,749641,1,,11.71937854,0,16,30, triangle,5 minutes (2 Events)
20071006,,,2911,1,,,,,, rectangle,3 to 4 seconds
20071011,0.986896194,8.2,405904,1,,,1.01,8,39, light,35 seconds
20071011,5.403623118,6.9,2044612,1,,,0,10,, sphere,2 hours
20071015,3.443102226,7.7,4007,1,,53.22414306,0,7,, triangle,30 Seconds
20071030,0.500939756,14.6,17884,1,,,0,10,, diamond,30 min
20071105,0.401475731,7.7,18978,1,,,-0.00001,10,, unknown,6 min
20071105,0.887622226,7.9,,1,,,0,5,, light,20 seconds
20080118,1.886008867,6,6778,1,,,,,, oval,2 minites
20071006,0.251619188,8.2,71506,0,,,0,10,29, light,25 seconds
20071006,0.874260233,4.9,,0,,,,,, circle,seconds
20071006,419.5953678,3.6,187700,0,,,0,9,, rectangle,10-15 minutes
20071006,484.6975994,6.3,,0,,,0,10,, egg,30 seconds to a minute
20071006,,,6382,0,,,0,5.7,, light,30 minutes
20071007,319.1888726,7.3,74183,0,,,0,8,, teardrop,1 minute
20071008,0.036841752,9.3,3809,0,,,0,10,, unknown,.30 min.
20071008,10.40768009,9.4,,0,,45.67613414,0,1,, light,5 min.
20071010,880.7734725,6.3,3401,0,,,0,10,, circle,1 hour plus
20071013,8.788577373,9.4,24248,0,,,0,10,, triangle,3 HOURS
20071018,1888.011844,5.3,19132335,0,,,0,9,, cigar,1min
20071107,2262.393621,9,61,0,,,0,10,, rectangle,2-3 minutes
20071112,1.160982227,9.3,3751872,0,,,0,9,, formation,10 seconds
20071113,,7.7,,0,,,0,6,36, circle,10 minutes
20080618,0.994936394,5.8,125384,0,,,0,10,31, triangle,3 Seconds
20090819,,8,,0,,,,,, oval,few minutes
20071006,1.953455928,7.6,43552,0,10392.80121,,0,8,, circle,1 hr 30 min
20071006,2.057881713,7.2,26944,0,10392.80121,,0,8,, light,Approx 5 minutes
20071006,4.130296714,4.9,3109,0,10392.80121,,,,, light,
20071007,1.514556737,9.3,3109,0,10392.80121,,0,10,,,
20071007,57.43369901,10.4,,0,10392.80121,,0,6,39, unknown,1 Min
20071007,57.43369901,10.4,43552,0,10392.80121,,0,6,39, circle,1 hr 30 min
20071007,125.2639544,7.5,460328,0,10392.80121,,0.01,7,, sphere,1 hour
20071007,732.2926599,11.4,191474,0,10392.80121,,0,10,, oval,5 minutes
20071007,2004.140008,9,,0,10392.80121,,0,10,41, light,30 minutes
20071008,0.500939756,14.6,30347,0,10392.80121,,0,10,, disk,5 - 10 minutes
20071008,1521.309609,12.2,87047,0,10392.80121,,0,10,42, light,2 minutes
20071008,,11.4,63896,0,10392.80121,,0,10,, other,15 minutes
20071010,,,300083,0,10392.80121,,,,, oval,30 minutes
20071011,365.3127543,9.4,79548,0,10392.80121,,0,10,, sphere,10 minutes
20071015,1.219784582,6.6,,0,10392.80121,,0,6,, light,ongoing
20071101,4.130296714,4.9,,0,10392.80121,,,,, light,20 minutes
20071222,2.610577212,6.5,185393,0,10392.80121,,0.18,10,, light,Random intervals
20071008,208.1662778,6.2,,0,,,,,, circle,
20071008,2203.34829,7.8,294480,0,,,0.01,9.7,, light,25-30
20071009,0.41656499,5.6,7814,0,,,0.45,9,26, sphere,
20071010,1.082403697,8.3,227,0,,,0,8,32, circle,15 minutes
20071010,239.9849507,4.5,3873,0,,,0,8,51, changing,almost 1 hour
20071018,,,554280,0,,,1.06,5.7,, unknown,4 hours
20080713,,,,0,,,,,, other,4 minutes
20081009,219.4255631,7.5,3634,0,,,0,6,, cigar,20 seconds
20071009,1.082403697,8.3,9980,0,,,0.02,10,23, disk,Longer than a cigarette b
20071009,1.3338543,7.8,253721,0,,,0,10,, other,10 seconds
20071009,2.521010096,7,62532,0,,,0,10,, diamond,:30 minutes
20071009,3.758150414,6.3,5873,0,,,0.45,6,31, unknown,2 hrs 30 min
20071009,479.1326411,6.6,12412,0,,,0,10,, other,5 seconds
20071009,2729.687242,9,99292,0,,,0,20,, light,5 seconds
20071009,5522.142483,8.9,34547,0,,,0,10,, circle,5 HOURS
20071009,6417.766424,6.7,294480,0,,,,,, sphere,5 seconds
20071010,0.694674223,4.4,743,0,,,0,10,, circle,1:00
20071010,2.507930664,9.3,91906,0,,,0,10,39, light,20 minutes
20071010,,,18978,0,,,0,10,, sphere,2 minutes
20071011,869.3977584,7,,0,,,0,9,, oval,5 minutes
20071016,2.2760984,9.2,,0,,,0,10,, triangle,45 seconds
20071113,1.874603296,6.9,10297,0,,,0,14,, flash,
20071203,,,,0,,,0,3.8,, other,2 1/2 hours or more
20071010,0.04957424,8.4,14805,0,,,,,, light,4 hours
20071010,0.059974531,9.2,22706,0,,,0,10,64, changing,1 hour
20071010,0.404888445,9.6,,0,,,0,7,14, fireball,approx 3 mins
20071010,0.671258528,8.2,,0,,,0,10,29, circle,1 to 1 1/2 minutes
20071010,1.24304785,5.7,34626,0,,,,,42, triangle,15 seconds
20071011,1.705943158,10.8,14246,0,,,0,10,, unknown,1 hour
20071011,3.209916937,9.6,749641,0,,,,,, flash,3 seconds
20071011,5.403623118,6.9,,0,,,0,10,, oval,2 mins
20071011,997.3880886,7.6,16274,0,,,,,, unknown,30 seconds
20071011,1700.514869,8.5,413,0,,,0.02,10,, circle,10 minutes
20071011,,,3917,0,,,,,, triangle,3 hours
20071012,0.021525339,6.9,564395,0,,,,,43, changing,45 minutes+
20071014,1.970726044,7.6,2044612,0,,,-0.00001,5,, formation,35 seconds
20071105,2.136345589,4.7,323658,0,,,0,10,, circle,Had a call of a reporting
20071110,3.58984654,10.7,2911,0,,,0,10,, other,4 seconds
20071201,,,807669,0,,,,,, sphere,30 seconds
20071225,0.547127009,8.5,,0,,,0,7,31, light,10 min
20080114,0.963054238,7.1,85881,0,,,0,10,, light,10 minutes
20080116,1.938660701,9.2,,0,,,0,10,, unknown,1:00:00
20080514,,5.7,,0,,,,,, sphere,appx. 1 minute
20090522,1.387773877,9.3,70887,0,,,0,10,54, oval,10 min.
20071011,0.275470345,8.3,586956,1,,,0,10,11, triangle,10 seconds
20071011,1.621143878,8.4,,1,,,0,10,, unknown,1 hour +
20071011,615.2996798,3.3,366808,1,,,0,10,, circle,15 minutes
20071011,1152.122952,9.5,1890,1,,,0.02,10,, cylinder,15min
20071012,3.017430698,5.9,16593,1,,,0,10,, sphere,
20071014,1.336325458,8.6,6675,1,,,0,10,, light,30 minutes
20071014,,,8655,1,,,0,11.8,, disk,30 min.
20071020,11.05181864,9.2,400,1,,,0.01,8,, oval,6 minutes
20071210,,,,1,,,,,, unknown,5 minutes
20071011,0.513689568,6.5,,0,3514.509815,,0,10,, light,30 minutes
20071012,1.407700535,11.9,,0,3514.509815,21.9551258,0,10,23, triangle,3 Seconds
20071012,2.730005288,5,72422,0,3514.509815,31.12318943,0,10,, circle,Over a half hour
20071012,732.2926599,11.4,,0,3514.509815,,0.03,9,, unknown,10 minutes
20071012,732.2926599,11.4,,0,3514.509815,,0.03,9,, oval,an going
20071012,2214.923736,8.2,,0,3514.509815,,0,9,, disk,5 minutes
20071013,9.527787422,10.4,21007,0,3514.509815,,0.78,7,, formation,15 seconds
20071013,,,79818,0,3514.509815,,,,, triangle,10 seconds
20071015,57.43369901,10.4,191474,0,3514.509815,,0.09,10,25,,10 min
20071017,,,2044612,0,3514.509815,,,,, formation,unknown
20071022,0.021525339,6.9,191474,0,3514.509815,,,,64, circle,10 min
20071027,0.756143532,6.7,7458,0,3514.509815,,0.08,9,, formation,65 seconds
20071112,0.204116027,8.2,43552,0,3514.509815,,,,32, oval,55 minutes
20071124,70.18580352,6.5,51691,0,3514.509815,,0.37,8,, unknown,1-2 days
20071207,0.840156754,5.8,,0,3514.509815,,0,10,, sphere,3-5 min.
20071013,0.205317361,11.4,29445,0,,,,,41, light,5 minutes
20071013,4.916133067,4.7,,0,,,0.01,9,, circle,10 mins +
20071013,341.4871063,13.9,,0,,,,,, unknown,3 Hours
20071013,1328.501722,8.3,,0,,,0,7,, fireball,2 MINUTES
20071013,,,13271,0,,,,,, triangle,5 seconds
20071013,,,,0,,,0,1,, fireball,10
20071013,,,244995,0,,,0,6.2,, changing,1.5
20071014,,9.3,,0,,,0.16,7,, disk,&lt; 1 minute
20071015,1.888583558,7.3,21682,0,,13.23415076,0,10,29, sphere,ten minutes
20071015,1.900727285,6.3,67980,0,,,0,10,, cylinder,hours
20071019,2.375642734,8.6,12121,0,,,0,7,, sphere,3 minutes
20071020,0.665249365,6.8,3751872,0,,,0,9,, cigar,13-15 seconds
20071021,0.251619188,8.2,586956,0,,,0.55,7,19, unknown,over 2 hours
20071022,,,,0,,,,,, formation,10-15 seconds
20071023,1.501335843,6.7,20097,0,,,,,, light,1/2 hour
20071114,0.275470345,8.3,56692,0,,,0,6,9, cigar,15 minutes
20071212,,,,0,,,,,, triangle,Approxmately 2 minutes
20071014,0.463674317,10.4,,0,,,0,5,, unknown,10 sec
20071014,1.496232591,2.7,,0,,,0,9,, cigar,am
20071014,,,,0,,,0,4.3,, light,15 minutes
20071014,,,188937,0,,,0,6.5,, changing,15 Seconds
20071015,0.614595558,11.4,,0,,,0,10,39, circle,At least 2 minutes
20071015,2.133440214,8.3,65534,0,,27.10343595,0,10,41, circle,3:minutes
20071015,973.0704904,7,260,0,,,0,,, unknown,6 seconds
20071017,0.350095081,6.2,6027,0,,6.338879746,0,10,47, triangle,5 Minutes
20071018,4.122863971,9,3434,0,,,,,, oval,5 hours maybe more
20071018,,,96313,0,,,,,, other,1.5 Seconds
20071021,2.802938198,9.3,578302,0,,,0,10,, light,10 minutes
20080315,0.796957019,10.3,925335,0,,,-0.00001,10,12, light,10 seconds
20071015,2.028195096,9.8,37476,0,,,,,, light,About 5-7 min.
20071015,2.463039887,9.1,,0,,,0.03,10,, other,30 sec
20071015,3.638162626,8.3,2703991,0,,93.71014632,0.07,4,, circle,
20071016,0.335239453,9.6,,0,,,0.04,7,, light,1-2 minutes
20071016,2.526982753,9.1,26507,0,,,0.07,10,37, light,30 minutes
20071016,,,,0,,,,,, unknown,
20071016,,8.6,2562,0,,1.778862556,0,9,, fireball,30 seconds
20071122,3.04669027,6.1,307926,0,,,0,9,, sphere,22 minutes
20071130,10.23303269,10,179409,0,,,0.48,9,, circle,15 seconds
20071225,0.61903451,8.8,1126,0,,,0,10,, light,10 minutes
20080129,1.392261219,6.3,396538,0,,,0,10,, unknown,
20080506,508.7728507,6.1,102589,0,,,0.11,10,, disk,3 min
20080629,4.348038727,8.8,,0,,88.8798398,0,10,, fireball,10 Seconds
20080805,0.756143532,6.7,,0,,,0,10,, teardrop,10 minutes
20080929,2.800297013,10,455316,0,,,-0.00001,10,19, sphere,10 minutes
20090130,201.963603,11.6,,0,,,0,8,, unknown,8 seconds
20090215,2.000232295,7.7,434732,0,,84.46963059,0,7,, sphere,60 minutes
20090827,0.595247839,5.3,368286,0,,,0,10,5, formation,10 min
20071016,2.112039017,7.6,61612,0,,,0,10,, triangle,10 seconds
20071016,2.375642734,8.6,,0,,,0,10,, light,&lt;1minute
20071016,28.45961393,5.9,,0,,,0,10,, light,15 sec
20071016,1781.391757,9.1,,0,,,0,9,,,10-15 minutes
20071016,,,56692,0,,,,,, light,8 min
20071017,484.7029466,7.1,,0,,,0,9,, fireball,5 minutes
20071017,,,24093,0,,,,,, sphere,15 seconds
20071017,,,24001,0,,,,,, light,3 secs.
20080407,1.799300108,8.8,16923,0,,,0,10,, disk,few minutes
20080822,401.3890495,8.3,,0,,,0,8,, oval,seconds
20071017,0.235215775,8.2,9894,1,,,0.01,7,, oval,not determined
20071017,,,,1,,,,,, disk,60-120 sec maybe more
20071018,0.059974531,9.2,749641,1,,,0.01,5,35, light,5 minutes
20071018,2.952565724,10.4,,1,,,0.03,9,28, circle,20 seconds
20071019,2.694879269,10.8,76921,1,,,,,, triangle,3 seconds
20071211,,,,1,,,,,, triangle,about 15 seconds
20080115,2.526982753,9.1,2703991,1,,,0.04,10,25, cross,5 seconds
20090629,1.137051484,6.3,2737,1,,,0,8,, triangle,7 sec
20071018,,,,0,,,,,, sphere,1min
20071019,4604.821582,3.4,,0,,,,,, triangle,2 minutes
20071019,,,,0,,,,,, light,3 mins
20071020,2.463039887,9.1,36193,0,,,0.1,9,, light,20 minutes
20071020,2.566098067,6.5,26507,0,,,0,10,, light,5 -7 minutes
20071112,2.463039887,9.1,26507,0,,,0.1,9,, other,5 minutes
20071019,0.211329678,8.3,,0,,7.357785934,0,10,32, diamond,20 minutes
20071019,1.083503281,6.5,36193,0,,,,,, fireball,7 seconds
20071019,1.758432644,7.7,,0,,,0.34,8,, disk,5 minutes
20071019,2.566098067,6.5,638,0,,,0,10,, circle,1 hour
20071019,2094.284838,9,41456,0,,,0.04,10,, chevron,5 minutes
20071019,,,5700,0,,,0,3,, unknown,
20071020,2.566098067,6.5,36193,0,,,0,10,, fireball,2 minutes
20071020,2.566098067,6.5,85347,0,,,0,10,, oval,5 minutes
20071020,702.5693277,7.9,206360,0,,,0,10,, light,Less than 1 Minute
20071021,2.046270612,7.3,,0,,,0,10,, sphere,not determined
20071021,2.566098067,6.5,1450901,0,,,0,10,, light,20 minutes
20071021,2.789407164,9.2,61203,0,,,0,11,, teardrop,5 minutes
20071024,1.063209627,6.5,1645,0,,,0,3,, sphere,8 Seconds
20071025,9.22E+18,12.2,5355,0,,,,,, unknown,40 sec
20071026,5.851027276,14.5,36193,0,,,0,8,, light,3 Minutes
20071031,1.641564586,6.6,36193,0,,,0,10,,,
20071213,2.566098067,6.5,25154,0,,,0,10,, fireball,5 minues
20080115,0.332792744,7.3,36193,0,,,0,10,, fireball,5 minutes
20080507,0.547127009,8.5,807669,0,,,0.02,7,20, chevron,15 seconds
20071020,0.553073583,8.9,,0,,,0,10,36, light,90 seconds
20071020,1.443677769,8.5,191868,0,,,0,10,, circle,1min
20071020,1.739063452,6.7,4641,0,,,0,10,, triangle,1 to 2 minutes
20071020,57.86349843,11.3,301824,0,,,0,10,, disk,5 minutes
20071020,511.4190023,7.8,,0,,,0,10,, light,3 seconds
20071020,,,113474,0,,,,,, chevron,10 seconds
20071021,0.231017704,8,617,0,,,-0.00001,10,, light,15 minutes
20071021,4.052914918,8.6,,0,,,0,10,, light,20 min
20071021,479.5918173,9.4,,0,,,0,10,31, light,40+ min
20071022,1.440153307,9.2,5708,0,,95.00779888,,,, light,1-2 seconds
20071023,1.245351328,7.7,60823,0,,,0,10,34, chevron,2
20071023,933.507516,9.1,139562,0,,,0,10,, light,3 minutes
20071024,,,2044612,0,,,,,, other,50 seconds
20071025,9.22E+18,6.8,,0,,,,,, cigar,?
20071030,1268.137647,12.2,,0,,,,,, unknown,5 minutes
20071106,,7,188,0,,,,,58, light,10 mins that pm
20071129,1.828327779,7.3,,0,,,0,10,, triangle,12
20071229,0.614595558,11.4,2420,0,,,0,10,40, unknown,0n video/football game
20071231,,,578302,0,,,,,, sphere,less the 10 seconds
20080121,,,,0,,,0,,, light,1week same time
20080125,3686.078152,5.3,,0,,,0,10,, triangle,5-7 minutes
20080506,508.7728507,6.1,102589,0,,,0,10,, triangle,2 min
20080607,2.800297013,10,455316,0,,,0,10,36, cigar,15sec
20081102,1.445513841,6.2,2117,0,,,0,10,, disk,10 minutes
20090501,7266.160827,11.8,97,0,,,,,,,25 min.
20100317,4884.14471,9.4,,0,,,,,, sphere,8-10 sec
20071020,2.756834669,8.3,29445,0,,,,,, unknown,8 seconds
20071020,,,64437,0,,,,,, formation,10 seconds
20071021,0.31364097,8.2,2703991,0,,,,,, light,10 seconds
20071021,0.412385688,2.8,39588,0,,,0,10,, flash,3-5 seconds
20071021,0.699452897,10,,0,,,0.03,10,, diamond,30 minutes
20071021,4.405773724,6.5,,0,,,,,, disk,15 minutes
20071021,1237.256852,5.2,20430,0,,,0,10,, disk,all night
20071021,2118.526406,6.5,8974,0,,,0,10,, light,1 month
20071021,2683.092809,10.5,6592,0,,,0,10,, chevron,7 seconds
20071021,,7,70381,0,,,0,10,, light,3 hrs
20071022,1.900727285,6.3,,0,,,0,10,, other,1 hour
20071022,2.526982753,9.1,308,0,,,0,10,43, oval,1 hour
20071022,2.762100645,8.4,,0,,,0,15,, unknown,
20071022,3.21411362,7,4325,0,,,0,10,, disk,
20071022,4.586967689,8.4,2222,0,,,,,, other,15 minutes
20071022,6.855403962,5.5,47704,0,,,,,, circle,4 minutes
20071022,111.0529144,6.7,4999,0,,,,,, sphere,20 seconds
20071023,1.740926095,8,8426,0,,,,,, sphere,6 mins
20090623,99.45638748,8.5,1019,0,,,0,10,, teardrop,3-5 minutes
20100426,2.477882533,10,134785,0,,,0,10,, sphere,8 min
20071022,934.6239431,6.6,16066,0,,,0.01,10,, triangle,2-5 minutes
20071022,,,414,0,,,,,, other,30 min
20071023,1.015983043,9.4,111835,0,,,0.01,8,24, other,2 hours
20071023,1.634896993,6.9,,0,,,0,4,,,03:00am
20071023,581.0152304,6.6,27794,0,,,0,8,, light,2 minutes
20071023,946.9349473,12.2,12196,0,,,,,, flash,4+ hours
20071023,1233.060777,12.2,56151,0,,,0,10,37, oval,2-3 seconds
20071023,,13.5,37931,0,,,0,10,, triangle,five minutes
20071027,1.506185924,6.9,,0,,,0.73,8,, light,2 hours
20071027,,,,0,,,,,, light,5 minute
20071120,20.27207218,8.9,,0,,,0,,, teardrop,8 SECONDS
20081118,5.597136506,8.6,4934,0,,,0,10,, triangle,5 Seconds
20071022,671.5421175,5.3,24217,0,,,0,10,, light,1-2 minutes
20071023,0.156548366,6.2,100959,0,,,-0.00001,10,21, teardrop,20 Min
20071023,0.800096075,9.2,61987,0,,,0,10,19, sphere,10 mins
20071023,0.940373255,8.6,,0,,,0,10,, fireball,3 mins
20071023,,,,0,,,,,, oval,
20071024,0.986699856,10,168801,0,,,0,10,, triangle,20 seconds
20071024,2.879322384,8.7,228814,0,,,0.02,9,, oval,5+ minutes
20071025,6.568549223,6.7,,0,,,,,26, rectangle,4 hrs
20071026,3.488562835,4.4,8196,0,,,0.01,10,, light,5 min
20071027,3.15786965,9.3,,0,,,,,, light,15-20 seconds
20071028,1.039638622,10.8,231266,0,,,0.01,8,, light,30 seconds
20071101,1.439420044,6.3,142983,0,,,,,, circle,5 minutes
20071103,534.4422223,8,75520,0,,,0,8,, unknown,40 minutes
20071113,,,73197,0,,,,,, unknown,5 minutes
20071201,1.631596687,7.5,51482,0,,,0.87,5,, cylinder,4 minutes
20071213,0.614595558,11.4,578302,0,,,0,10,30, other,Unknown
20071220,0.790826161,7.6,5365,0,,,0,10,31, triangle,20 seconds
20091022,1.421654444,10.5,35944,0,,,0,10,, sphere,15 minutes
20071024,0.428463361,10.7,,0,,,0,10,, fireball,1 min
20071024,1.806428136,9.2,97805,0,,,0,10,, unknown,5 seconds
20071024,2.589595154,5.8,21402,0,,,,,, sphere,5-10 MIN
20071024,3.488562835,4.4,25625,0,,,0.22,8,, egg,10 minutes
20071024,329.5848803,5.2,,0,,,0.04,6,, disk,2 Minutes
