airport	count
Redland Hospital Helicopter Landing Site	1
Mason Jewett Field	1
Campbellville (Bellshill Airpark)	1
Foos Field	7
Anderson Airport	3
Latch Farm Airstrip	6
Camillus Airport	5
Doms Heliport	2
ASP Lowell Heliport	4
Greene County Regional Airport	2
Big River Airpark	1
Fayetteville Municipal Airport	1
Law Field	2
Windy Hill Airport	2
Siepsers Eye Port Heliport	6
South Valley Regional Airport	2
Sutliff Private Airport	2
Belleville Airport	1
Hiawatha Airport	3
Los Angeles International Airport	1
Ash Creek Airport	1
Landings East Sylvania Airport	3
Jamshedpur Airport	1
Lake Water Wheel Airport	4
Barrett Field	3
Air Park South Airport	2
Van Buren Seaplane Base	1
Northern Itasca Health Care Center Heliport	1
Ottawa / Carp Airport	2
Magennis Farm Airport	3
Algeciras Heliport	1
Pio Costa Heliport	1
Echo 8 Communications Facility Heliport	3
Lost Mine Airport	1
Mc Cullough Hyde Hospital Heliport	2
Willapa Harbor Airport	1
Brunswick County Airport	5
Odom's Roost Airport	1
TGP-245 Heliport	1
Dos Palos Airport	1
Southdown Gliding Club	2
Smithkline Beecham Heliport	1
Elmore Medical Center Heliport	2
Wagga - Duke of Kent Oval Helipad	1
RAF Thorne	1
Catoctin Crosswind Airport	1
Wyatt Airport	3
Toulouse-Francazal (BA 101) Air Base	1
Frerichs Airport	1
T & M Companies Heliport	1
Grandpa's Farm Airport	1
Winkler County Memorial Hospital Heliport	1
General Electric R&D Center Heliport	1
Eagle Lodge-Lafayette Hill Heliport	3
Piedmont Newton Hospital Heliport	4
Shalz Field	2
Spiering Airport	1
Bromont (Roland Desourdy) Airport	2
Mina Airport	1
Haysfield Airport	3
The Health Care Authority of the City of Anniston Heliport	7
Kotoka International Airport	1
Northam Airport	2
Alats Club Bellvei	1
Chinquapin Heliport	3
Johnson Memorial Hospital Heliport	2
Henry Ford Hospital Heliport	1
Castle Kennedy Airfield	1
Garden City Regional Airport	1
Grand Pre Farm Airport	2
Cardinal Ridge Airport	1
Healthalliance Hospital-Leominster Heliport	1
Pinal Airpark	1
Frick Hospital & Community Health Center Heliport	4
Ammon Airport	1
Candlelight Heliport	6
Police Civic Center Heliport	1
La Tuque Seaplane Base	1
Jennie'S Field	1
Ramsy Farm Airport	1
Valdese General Hospital Heliport	3
Christman Airfield	1
Gore's Landing Airport	1
Damyns Hall Aerodrome	4
Old Orchard Airport	1
Sce Mohave Generating Station Heliport	1
Gage Airport	1
Madisonville Municipal Airport	1
Sunrise Beach Airport	1
Reed-Joseph Land Co. Airport	1
Akola Airport	1
F.B. Fowler Heliport	1
Ankara BB Helipad	5
Royal Brisbane Hospital Helipad Charlie	1
Flying H Airport	1
Red Cloud Municipal Airport	1
Compaq Stow Heliport	1
Tedderfield Air Park	1
Meredith Airport	2
Bergen County Police & Fire Academy Heliport	2
Bairnsdale Airport	1
Valley Baptist Medical Center (Vbmc) Heliport	3
Castroville Municipal Airport	1
Mack Bayor Airheart Heliport	1
Cougar Landing Airport	4
Streethay Farm Airstrip	3
Marshall County Airport	5
Sheikh ul Alam Airport	1
E.A.Deeds Farm Airport	1
Okmulgee Regional Airport	4
Southerland Strip	1
Hagen Airport	1
Veum Airport	1
Rick's Hilltop Heliport	3
Mexico Airdrome Airport	1
Skegness (Ingoldmells) Aerodrome	2
Palmyra Park Heliport	3
Reese Airport	1
Hôtel Le Château Heliport	1
Easterwood Field	1
Tejon Agricultural Airport	1
RNAS Stretton	3
Québec / Neuville Airport	1
Finley Ranch Airport	1
A & L Airport	1
Eisenach-Kindel Airport	2
Cadiz Airstrip	2
Brattleboro Memorial Hospital Heliport	2
Westport Auxiliary Airport	2
Cairo Regional Airport	2
Carolinas Medical Center Heliport	2
Compton Abbas Aerodrome	1
Crawford Hendrix Farm Airport	1
Moorsele Airport	1
Salem Airport	6
Rowco, Inc Heliport	1
Ausk Strip	1
City of Coalgate Airport	2
Coulee City Airport	1
Nuttall Airport	2
Puimoisson Airport	1
Bell-Hundheim	1
Schiavoni Heliport	2
Gaillac Lisle Sur Tarn Airport	1
Iron Mountain Pumping Plant Airport	2
North Fork Valley Airport	1
Johnsons Airport	1
Weller Airport	3
Nevada Dept of Wildlife State Headquarters Heliport	1
Reagan County Airport	1
Marchino Field	3
Federico Fellini International Airport	1
Wild Hair Airport	2
Osaka International Airport	1
Cimarron Strip	2
Deer Creek Farm Airport	1
Bamberg County Airport	1
Harrisburg Hospital Heliport	2
Kemeys Commander Airstrip	5
Oamaru Airport	2
Horsham Airport	1
Yao Airport	2
Blue Sky Airport	3
Hôpital L'Archet 2 Heliport	1
Fellsmere Airport	1
Council Airport	1
U S Coast Guard Station Heliport	3
Gorrel Farm Airstrip	1
Bogande Airport	1
Monroe Municipal Airport	2
Los Violines Poniente Airport	1
RAF Ashbourne	1
Nw Police Station Nr 5 Heliport	1
General José María Yáñez International Airport	1
Wood Strip	2
"Parke" Airstrip	1
Ruben Cantu Airport	3
Chapin Medical Pad Heliport	1
A Coruña Airport	1
El Ejido UL	1
Lackland Air Force Base	1
Cable Creek Ranch Airport	2
Skyview Airport	4
Tyler Municipal Airport	2
Crystal Lake Airport	2
Naval Air Station Bermuda Annex	1
Habersham County Airport	4
Rocky Hollow Field	1
Las Vegas Helicopters Heliport	1
Stephens Heliport	1
Landskrona Airport	1
Little Ferry Seaplane Base	1
Stuart Ranch Airport	1
Orlampa Inc Airport	2
Hornepayne Municipal Airport	1
Gail Ballard Airport	1
East Hampton Airport	2
La Clusaz Airport	1
Zurik STOLport	1
Leon Gonzales Pie de la Cuesta Airport	1
Chrome Island Lightstation Helipad	1
Bartell Strip	1
Hooterville South Airport	1
Verona Villafranca Airport	1
Boca Grande Helistop	1
Aurora Municipal Airport	3
Knolle Ranch Airport	1
Berdick Field	1
Halim Perdanakusuma International Airport	1
South Texas International At Edinburg Airport	1
Wharepapa South Airport	1
Aviosuperficie Coraine	1
Cabool Memorial Airport	3
Mole Airport	1
Campo di Volo "Club Deltasport"	1
St. Helena Airport	1
Lanett Municipal Airport	1
Sembach Air Base	1
Drachten Airport	1
Ruidoso Heliport	2
Harpers Airport	1
Funny Farm Airport	1
Haydock Park Airstrip	3
Buzzard's Roost Airport	4
Lars/Private Airport	2
Zhuhai Jinwan Airport	1
Humana Hospital Shoals Heliport	2
Kimbrel Farm Airport	1
Florø Airport	1
Erwinna Private Airport	1
Nemo Coal County Heliport	2
Pigeon Forge Heliport	2
RAF Kirknewton Air Base	1
Hanau Army Air Field	1
Louiseville Airport	1
Cape Air Seaplanes on Boston Harbor Seaplane Base	2
Bayamon Regional Hospital Heliport	1
New Tazewell Municipal Airport	6
Swans Field	1
Deerfield Landing Airport	4
Dog Iron Ranch Airport	1
Schmidt Ranch Airport	5
Centre Hospitalier Laënnec Heliport	1
Airtrek Airport	3
Van Wagnen Airport	5
Yellowknife (Regional Hospital) Heliport	2
Newport State Airport	2
Burkeen Field	2
Changchun East Airport	1
Hydaburg Seaplane Base	1
Eliza Island Airport	1
Landing At River'S Edge	1
Lofty Redwoods Airport	1
Catawba Valley Medical Center Heliport	3
Swift Airport	2
Slate Hill Heliport	1
Lee County Butters Field	1
Untied Acres Airport	2
Plymouth City Airport	2
Stroud Municipal Airport	1
Diyawanna Oya Seaplane Base	1
Newcastle Westpac Base Heliport	3
Alba-Golden Heliport	1
Fayetteville Regional Grannis Field	3
Mirador Heliport	2
Greener Pastures Airpark	5
Currock Hill Glider Field	1
Mono Aircraft Airport	1
Farwell Spraying Service, Inc Airport	1
Marco Island Airport	1
Sinj Glider Airport	2
Bowie Municipal Airport	1
Scheibe Field	2
Hook Airstrip	1
Macon Municipal Airport	1
Buffalo Row Heliport	1
Adams Field Heliport	1
Schadels Airport	1
Ryon Heliport	2
Hillsdale Hospital Heliport	1
Griffin Agricultural Airport	1
Rapid City Regional Airport	1
Richtsmeier Airport	1
Gratiot Community Airport	1
Wpxi-Tv Evergreen Road Heliport	2
Lakewood Ranch Medical Center Helistop Heliport	1
Suzhou Guangfu Airport	1
Roberts Air Field	1
Dick Airport	3
Big Creek Flying Ranch Airport	1
New Amsterdam Airport	1
Westrick Airport	2
Myran Airport	1
Earp Airport	1
Moody Air Force Base	2
Lincoln County Airport	1
Larned Pawnee County Airport	2
Action 5 Heliport	1
Riverwood Airport	3
Belle River Field	4
Howick Airport	1
Fudpucker International Seaplane Base	3
Stanley Airport	1
Ciudad Libertad Airport	1
Anson Hospital Heliport	2
Tallinn Linnahall Heliport	3
Falconhead Airport	1
Mataveri Airport	1
Wasco Kern County Airport	1
Lądowisko Wilga	1
Great Bend Municipal Airport	1
Katama Airpark	3
Mnichovo Hradiště Airport	1
Stemmons Place Heliport	1
Vaca Moo Airport	2
Broken Bow Airport	2
Burford Corp. Airport	3
Roseanne Airport	1
McAlister Airpark	3
San Joaquin Airport	3
Valkaria Airport	1
Slater Memorial Airport	1
Buhl Municipal Airport	2
Pottstown Limerick Airport	1
Arrowhead Point Airport	1
Bar-Vik Airport	1
Forrest City Medical Center Heliport	1
Empire Heliport	1
Hoverhawk Ranch Airport	1
Gerald H Hamer Airport	1
Planevue Airport	2
Morrow Strip	1
Burns International Harbor Heliport	1
Malibu Administrative Center Heliport	3
Sacramento Mather Airport	1
White River Seaplane Base	1
Sevastopol Naval Institute Helipad	1
Shirley Airport	2
Big Sky Field	1
Arco High Island Heliport	2
Old Reb Airport	1
Mannheim-City Airport	1
Nowy Targ Airport	1
Fairmont State Airfield	1
Boyd Hospital Heliport	1
Brookville Air-Park Airport	2
Hacienda de Orán	2
65th Street Heliport	1
San Patricio International Airport	1
RAF Winfield	1
Zeeland Community Hospital Heliport	2
Thayer Memorial Airport	2
Winston Field	1
Blackbushe Airport	1
Wauseon Airport	2
Valley Farms Airport	4
Kluatanton Airport	1
Thompson Private Airport	1
Morris Field	1
White Beach Helipad CFAO	1
Camp Guernsey Airport	1
Race Rocks Light Helipad	1
Universal Mine Heliport	1
Four Corners Regional Airport	1
Howe Airport	1
Alto Airfield	1
Yaoundé Airport	1
Lloyd's Landing Airport	1
Marfa Municipal Airport	4
Searchlight Airport	2
Montreal / Marina Venise Seaplane Base	1
Plattsmouth Municipal Airport	4
Recreation and Conference Center Heliport	1
Chase Airstrip	2
Héron-Couthuin Ulmodrome	1
Miami Valley Hospital Heliport	1
Orlando Bezerra de Menezes Airport	1
Marine Corps Recruit Depot Heliport	1
Aviosuperficie Sabaudia	1
Isle of Wight Volunteer Rescue Squad Heliport	1
Vali Ranch Heliport	1
Northwest Gas Division Elizabethtown Gas Heliport	1
Bade Rotor and Wing Svc. Heliport	4
Major Brigadeiro Trompowsky Airport	1
Cornish Field	1
Albert J Lindberg Airport	1
Tikrit East Airport	1
Upala Airport	1
Compaq Powdermill Road Heliport	2
Corporetum Office Campus Heliport	3
Kite Field	1
Big Bend Airport	1
Fidelity Heliport	3
Mengen-Hohentengen Airport	1
Daruvar Blagorod Airport	1
Kidd-Private Airport	1
Arnprior Seaplane Base	1
Sakhir Air Base	2
Miami International Airport	1
Centre Hospitalier Emile Mayrisch Heliport	1
Hermiston Municipal Airport	2
Gutwein Airport	1
Purwokerto Airport	1
Mc Creless Farm Airport	1
RAF Balderton	3
Countryman's Landing Strip	1
Warsaw Municipal Airport	1
Lindsborg Community Hospital Heliport	2
Expo 92 Heliport	1
Point Roberts Airpark	1
Hat Yai International Airport	1
Post Garza County Municipal Airport	4
Enrique Olaya Herrera Airport	1
Christus St. John Hospital Heliport	3
University Hospital/Sicu Heliport	2
Grand Tower Heliport	1
Bristol Airport	3
Liberty Memorial Hospital Heliport	1
Baldwin Lake Heliport	1
Illinois Valley Regional Airport-Walter A Duncan Field	1
Cloud Airport	2
Bacchi Valley Industries Airport	1
Chillicothe Municipal Airport	1
Lakes Entrance Airport	1
Torrejón Airport	1
Roberts Roost Airport	1
Louisville Municipal Airport	3
Rosehill Heliport Airport	4
Katoomba Airport	1
Flatwood Field	1
Alligator Drink Seaplane Base	1
Abbott Heliport	1
Vista Del Monte Lot 55 Heliport	4
Cedar Circle Heliport	1
Ferris Red Oak Municipal Heliport	1
Börgönd Airfield	1
Townsend A Airport	1
Kitty Hawk Estates Airport	2
County Rescue Services Heliport	1
Green Country Airpark	1
Asbury Park Neptune Air Terminal	4
Beefmaster's Best Airport	3
Riley Field	2
Mgt Station 2105 Heliport	1
Hanna District Ambulance Heliport	1
Port Elgin (Pryde Field) Airport	1
Redon Bains-sur-Oust Airport	1
Viganó II Heliport	1
Lask Military Air Base	1
Silver Creek Gliderport	2
Claucherty Airport	1
Community General Hospital Heliport	1
Coshocton County Memorial Hospital Heliport	1
Los Cabos International Airport	1
Cross Ridge County Hospital Heliport	1
Casa De Campo International Airport	1
Cook Airport	1
Vohma Air Base	2
Islesboro Airport	2
Fuzhou Air Base	1
Centredale Airport	2
San Pedro Airport	2
Rhedyn Coch Farm Airstrip	3
Travel Lodge Heliport	3
Gordon Municipal Airport	1
Red Wing Airport	1
Camp de Vol de Palafolls	1
Rome Service Airport	1
Whittlesey Cranberry Co Airport	1
Chatham Municipal Airport	1
San Pedro De Macoris Airport	1
Sint-Lucas heliport	1
Hermanos Rodriguez Airport	1
TGP Station 79 Heliport	1
Lakeway Airpark	3
Babler Bros Inc Heliport	1
Bartlett Dam Heliport	2
Växjö Kronoberg Airport	1
Huron Valley Sinai Hospital Heliport	3
Porthtowan Airfield	1
Castlereagh Lake Seaplane Base	1
Bardera Airport	1
Martin RLA Restricted Landing Area	2
Cape Cod Coast Guard Air Station	2
Kullu Manali Airport	1
L.F. Wade International International Airport	1
Forever Florida Airport	1
Santiam Memorial Hospital Helistop	3
Rockwood Municipal Airport	2
Russell Airport	4
Choctaw Nolf Airport	1
Little Buttes Antique Airfield	1
Northside Hospital-Cherokee Heliport	7
Buffalo Municipal Airport	3
Siófok-Kiliti Airport	1
Ne Police Station Nr 2 Heliport	1
Eupora Airport	1
Bergen Seaplane Base, Sandviken	1
St-Remi-D'Amherst / Kanata Tremblant Resort Heliport	1
W.N.C. Air Museum Airport	3
Roadcap Airport	1
St Alphonsus Heliport	2
Potoczak Airport	1
Sugar Loaf Shores Airport	2
Cipieres Alpes Dazur Airport	1
Hospital de Guaruz Heliport	2
Pelz Port Airport	1
DeKalb Peachtree Heliport	2
Mysore Airport	1
Massey Aerodrome	1
Holy Cross Medical Center Heliport	1
Mc Pherson Airport	1
Cabin Creek Landing Airport	1
Ecatepec Heliport	1
Pitt Meadows Seaplane Base	1
Chelyabinsk Shagol Airport	1
Sattler Landing Strip	1
Jfk Medical Center Heliport	3
Roy Hurd Memorial Airport	1
Royal Childrens Hospital Helipad	1
Skylark Airpark	1
Larew Airport	1
Grand Falls Airport	3
Butz Heliport	1
Big Buffalo Airstrip	2
Blease Hall	2
Franciscan Health Hammond Heliport	3
Kalgoorlie Boulder Airport	1
Le Maire Memorial Airport	1
Lost Bridge Village Airport	1
Seamans Field	3
Winfield (Wood Lake) Seaplane Base	2
Bursa Airport	1
Clarksville–Montgomery County Regional Airport	1
Shanklin Heliport	1
Ruckel Airport	2
Kenora Seaplane Base	1
Crazy Horse Municipal Airport	2
Gobierno del Estado de Puebla Heliport	1
Adelaide Parafield Airport	1
Jaffrey Airport Silver Ranch Airport	1
Turner Seaplane Base	10
Meerut Sw Airport	1
Perth/Scone Airport	1
Port Augusta Airport	1
Madison Airport	3
Perry County Municipal Airport	2
Lamesa Municipal Airport	3
Odessa Schlemeyer Field	1
Twin Cities Airport	1
Humacao Airport	1
East Alabama Medical Center Heliport	2
Mdr 1 Heliport	3
Brakpan Airport	1
Corporate Center Heliport	4
Texas Air Museum Airport	2
Branham Mill Airpark	2
Sacramento Heliport	1
Purgatory Nr One Heliport	1
Fly For Fun Airport	1
Ejidal Airstrip	1
Corn Alley 2 Airport	1
Wood Airport	1
Connor Heliport	5
Trenton Robbinsville Airport	1
Richards Airport	1
Gooderham/Pencil Lake Seaplane Base	1
Athens Municipal Airport	1
B-Ville Airpark	1
Russell's field	1
Feilding Airport	1
Giffin Airport	1
Gazipaşa Airport	1
Griffin Airport	2
Lands End Heliport	2
Flying Hare Field Airport	1
Elmhirst's Resort Airport	1
Yankee Field	1
Ben Bruce Memorial Airpark	1
Gwinnett County Briscoe Field	3
Desert Regional Medical Center Heliport	1
Santa Fe Municipal Airport	1
Providence Health Center Heliport	1
Myu Heliport	1
Ingels Aerodrome	1
Town & Country Airpark	1
Ficohsa Heliport	2
Scobey Airport	1
Rhoads Heliport	1
Escalante Municipal Airport	2
Flying Ten Airport	1
Livingston Municipal Airport	3
Goose (Otter Creek) Seaplane Base	1
Glenwood Field	1
Thorn Health Center Heliport	1
Aerodrom Piatra Craiului	1
Los Garzones Airport	2
Hunterdon Medical Center Heliport	1
Victoria (Royal Jubilee Hospital) Heliport	2
Lockmiller & Sons Airport	1
El Ron Ron Airport	1
Oliver Springs Inc Airport	1
Grove Municipal Airport	1
Taylor Ranch Airport	1
Costin Airport	2
Stonington Municipal Airport	3
Campbell's Heliport	3
Salina Gunnison Airport	1
Warwick Municipal Airport	1
Anthony Private Airport	3
Newmarket Heath Airfield	1
Tympaki Airport	1
Gottwald Field	1
Hi Rise Farm Airport	1
Chicot Memorial Hospital Heliport	1
Crystal Lakes Resort Airport	1
RAAF Base Edinburgh	1
Tennessee Gas Heliport	1
M. R. Štefánik Airport	1
Rockys Place Airport	2
Pike County Airport	4
Fairgrounds Airpark	2
San Juan /Uganik/ Seaplane Base	1
Shands Jacksonville Hospital Heliport	2
Fes Sefrou Airport	2
Miller's Pleasure Airfield	4
Red Fox Airport	3
Vayqan Air Base	1
Walker Army Heliport	1
Lake Minnewashta Seaplane Base	1
Harper Municipal Airport	1
Shiocton Airport	1
St Mary Medical Center - Galesburg Heliport	1
London (University Hospital) Heliport	1
Fox Mountain Airport	1
Terrance B. Lettsome International Airport	1
South Lakeland Airport	1
La Escuadra Airport	1
Whaletail Lake Seaplane Base	1
Clark Hill Heliport	1
McCarran International Airport	2
Jaynes Field	1
Pauanui Beach Glider Airport	1
Voller Airport	1
Miners Memorial Medical Center Heliport	1
Kenneth Copeland Airport	1
Dix-Sept Rosado Airport	1
Krasnoyarsk Severniy Airport	1
Wright AAF (Fort Stewart)/Midcoast Regional Airport	1
La Roche-sur-Yon Airport	1
Centre Hospitalier W. Morey Heliport	1
Aspen Valley Hospital Heliport	2
Rocky Springs Airpark	1
Mark Reynolds/North Mobile County Airport	2
Dirección General de Tráfico Heliport	1
Facing Island - Gatcomb Head Helipad	2
Delta Flying Service Inc Airport	1
Spring Valley Hospital Heliport	1
Kärdla Airport	1
Corolla Fire Station Heliport	1
Macon Fower Memorial Airport	1
Perpignan-Rivesaltes (Llabanère) Airport	2
Risker Field	2
Pinetree Airpark	1
Mead Flying Service Airport	1
Mile Creek Airport	4
Norman Rittenhouse Heliport	1
Rensselaer County Airport	3
Doug Bolton Field	2
Aalborg Airport	2
Prospect State Airport	2
Hickory Regional Airport	1
Wallops Flight Facility Airport	1
John Bell Williams Airport	2
Kendalls Lndg Area Airport	1
Flying C Heliport	2
Mal's Serpent Lake Seaplane Base	1
Grand Home Airport	1
Greenwood–Leflore Airport	1
Crestline Hospital Heliport	1
Sugar Ridge Airport	1
Gualo Ral Heliport	1
Wakulla County Airport	1
Highland Heliport	1
Fincha Airport	1
Charles E Grutzmacher Municipal Airport	1
NG Hammonton Armory Helistop	4
Skyview Heliport	3
Muncy Valley Hospital Heliport	1
Videira Airport	3
Ennis Municipal Airport	2
Betz Airport	1
Bullfly Ultralightport	1
Deauville-Saint-Gatien Airport	1
Ellisras Matimba Airport	1
Circle T Airport	1
Greenhorn Valley Airport	2
Chloe Airport	2
Jerry Sumners Sr Aurora Municipal Airport	1
Plantation Airpark	1
Kastner Army Heliport	1
Mejametalana Airbase	1
Willmar Municipal -John L Rice Field	1
Valley Lutheran Hospital Heliport	1
Kirkuk Air Base	1
Dhana Airport	1
Molinelli Stagefield Army Heliport	1
Indian Hammock Airport	1
Wheatley Farms Airport	2
Pegasus Airpark	11
Konstancin-Jeziorna Airfield	2
Warner Robins Air Park	1
Zephyrhills Municipal Airport	3
Groveton Trinity County Airport	2
Sheridan Barracks Landing Area	1
Kosta Air Base	1
Nokomis Airport	1
Loars Field	2
Brechin / Ronan Waterdrome	1
Frerer Strip	1
Pella Municipal Airport	1
Damblain Air Base	1
Sumner Heliport	1
Crockett Hospital Heliport	2
Manila North Harbor Container Terminal Helipad	1
Minnipa Airport	1
Frevert Airstrip	1
Metzler Airport	3
Zischke Airport	3
Sky Manor Airport	4
RAF Swinderby	2
Gwinnett Community Hospital D/B/A Eastside Medical Center Heliport	4
Stottle Memorial Heliport	1
Shiloh Plantation Airport	1
Hartwell Ranch RLA Restricted Landing Area	2
Wetzl Airport	1
Iron Crown Airport	4
Nain Military Airport	2
University of Maryland Shock Trauma Center Heliport	1
Gibson Community Hospital Heliport	1
Reeder Airport	2
Monponsett Pond Seaplane Base	1
SSM Health St Mary's Hospital-St Louis Heliport	2
Ross Private Strip	1
Dekalb Police Dept Heliport	1
Mar-O-Dae Farm Airport	1
Joseph State Airport	2
Joseph A. Hardy Connellsville Airport	1
Westmead NETS Base Hospital Heliport	1
Alamo Landing Field	1
Trabzon International Airport	1
Ninoy Aquino International Airport	2
Montréal (Sacré-Coeur) Heliport	1
Commonwealth Security Systems Heliport	1
Bishop Municipal Airport	1
Ameritech Center Heliport	1
Aurora St Luke's Medical Center Heliport	2
Ibm King St Heliport	2
Drummond Island Airport	2
Frontenac Airport	1
Milan Airport	2
Monument Valley Airport	1
Greenwood-Leflore Hospital Heliport	3
Pemberton Airport	2
Valley Point Airport	1
New Castle International Airport	1
Randers Airport	1
West Virginia State Police Heliport	1
The Murphy Company Heliport	1
Rimrock Airport	1
Raceway Airport	1
Middle Georgia Airport	1
Ak-Chin Regional Airport	1
Tevis Airport	1
High School Heliport	1
De Aar Airport	2
St Vincents East Heliport	2
Chambers County Winnie Stowell Airport	3
Diamond C Ranch Airport	1
Flagstaff Mall Heliport	1
N B G H Heliport	5
Auburn Community Hospital Heliport	7
Overflow Pad (Lower Pad) Heliport	1
Quincy Valley Hospital Ems Heliport	1
Cibao International Airport	1
Itll Do Airfield	1
Los Algodones Airport	4
Kerr Airport	1
Tan Rara Heliport	2
Holmes County Airport	1
Folkerts Airport	1
Stafford Regional Airport	6
Shattuck Hospital Heliport	1
David Beiswanger Ultralightport	1
Rockingham County Heliport	2
W.P.H.S. Heliport	5
Crooked Creek Airport	1
Johnsons Strawberry Farm Airport	2
Situk Airport	1
Hopper Field	2
Al Mushrif Palace Helipad	1
ACH Springdale Heliport	1
Glenden Township Heliport	1
Hospital Estadual de Pronto Socorro Heliport	2
Steciak Strip	1
Cameron County Junior/Senior High School Heliport	1
Yakima Air Terminal McAllister Field	2
Medflight 9 Heliport	1
Sky Valley Airstrip	2
Ephraim-Fish Creek Airport	1
Barnwell Regional Airport	3
Sugarloaf Regional Airport	1
Hawley Municipal Airport	1
Ballyboe Airstrip	2
Community Memorial Health Center Heliport	1
Colonsay Airport	3
Palm Beach Seaplane Base	1
Cessnock Airport	1
Sports Mans Paradise Airport	1
Hotel Tecnoparque Helipad	1
Boulder Creek Airstrip	2
Lewis Landing Airport	1
Murray Field	1
Winter Haven Municipal Airport - Gilbert Field	1
Rapla Airfield	1
Dittingen Airport	1
Temple Airport Inc Airport	1
Terra Mining Airport	1
Hollister Municipal Airport	1
Whitianga Airport	1
Elstree Airfield	1
Galenstein Park Heliport	1
James A Rhodes Airport	1
Mason Airway Airport	1
Dade County Mosquito Control Heliport	1
Dzhezkazgan Airport	1
Stumpfield Heliport	2
Ohio State University Airport	1
Caledonia County Airport	1
D.R. Helicopters Heliport	1
Putty Ranch Airport	1
Coyote Field	2
Copake Lake Seaplane Base	1
Semyazino Airport	1
Flying M Farms Airport	1
Joliette Airport	1
Massena International Richards Field	1
Tyler County Hospital Heliport	1
Rialto Municipal Miro Field	2
Dexter B Florence Memorial Field	2
Mgm Heliport	1
Seiling Airport	1
Mount Comfort Airport	1
Hilton Head Airport	1
Kuntz Field	2
Algés Heliport	1
Ray Preston Airport	1
Toketee State Airport	3
Al Iskandariyah New Airport	2
Garner Road Heliport	1
RAF Bognor	1
Moosonee Seaplane Base	1
Aviosuperficie "Fondone"	1
Andrews University Airpark	3
Raikova Mogila Airfield	1
Sanctuary Airport	1
Berlin Field	1
Ogle Airport	1
Cochem Heliport (Danglayan)	1
Missolonghi	1
Oaks Helistop	1
Ende (H Hasan Aroeboesman) Airport	1
Ottawa / Gatineau Airport	1
Residência Oficial Heliport	1
Adazi Airfield	1
Powhatan Airport	2
La Tigrera Airport	1
Greene County Medical Center Heliport	1
Blackwater Airstrip	1
Somerset Hospital Heliport	2
Mazza Airport	2
At&T Cedarbrook Heliport	2
McCalla Field	1
Halka Heliport	1
Northside Hospital Heliport	2
Reading Airport	1
Marshall Memorial Municipal Airport	1
De Soto Memorial Hospital Heliport	3
Clarenville Airport	1
Brickhouse Field	1
The Sigurd Anderson Airport	1
Eagle Ridge Ultralightport	2
Indian Hill Farm Airport	1
Athens Ben Epps Airport	1
St Louis Downtown Airport	1
General Mitchell International Airport	4
Ravenswood Seaplane Base	1
Karpens Airport	2
Fond du Lac County Airport	6
Youngstown Elser Metro Airport	2
RAF Calveley	2
Glamoč Air Base	2
Miara Heliport	2
Il Caravaggio International Airport	2
Garnair Airport	1
Cruse Memorial Heliport	1
Sierra Blanca Heliport	1
Moreton Airpark	2
Butlerville Field	1
EAMC-Lanier Heliport	4
White County Medical Center Heliport	1
Boggs Field	1
Hawk Air Airport	3
Corvo Airport	1
Birkdale Sands Beach Runway	2
Independence Municipal Airport	1
Stewart Lake Seaplane Base	1
Von Alvens Airview Airport	3
Mid Atlantic Soaring Center Airport	2
Hassell Field	1
Tangerine Airport	2
Lake Geneva Aire Estates Airport	2
Magruder Memorial Heliport	2
Mc Clain Field	1
Monroe County Ambulance Service Heliport	1
Lucky G Airport	1
Clinton Hospital Heliport	1
Southwest Regional Medical Center Heliport	1
Epley Airport	1
Enrique Malek International Airport	1
Philip M Grabill Jr Memorial Heliport	2
Country Squire Airpark	1
Lăzarea Airstrip	1
Lampson Field	1
Kennedy Airfield	1
Cut Bank International Airport	2
Newport Beach Police Heliport	4
Kapalua Airport	1
Brandt Airport	1
River's Edge Farm Airport	1
Hernando Village Airpark, Inc Airport	2
Stones River Hospital Heliport	1
Pima County Sheriff's Heliport	1
St Petersburg Clearwater International Airport	1
Ozarkcom Army Heliport	4
Elmer Airport	1
Kane Community Hospital Heliport	1
Hutchinson Municipal Butler Field	1
Carrabelle Thompson Airport	1
Dong Hoi Airport	1
Hermitage Lions Heliport	1
London Airport	1
Greensboro Municipal Airport	1
Alexian Brothers Medical Center Heliport	2
Akron Fulton International Airport	1
El Cobano Airport	1
Pow-Wow Seaplane Base	2
Kraft Airport	1
Ingram Private Airport	1
Jordan Field	1
Gütersloh Air Base	1
Hawk Haven Airport	3
Bella Yella Airport	1
Noshahr Airport	2
Ober-Mörlen Airport	1
Utopia on the River Airport	1
Aiken Field	1
Clermont County Airport	5
Sabetha Municipal Airport	1
Volkel Air Base	1
RAF Atherstone	2
St Clair County International Airport	1
Mitchell Municipal Airport	1
Lal (Sarjangal) Airport	1
Labrador Landing Seaplane Base	1
Superficie Heliport	1
Ed Schulte's Place STOLport	1
(Under construction) New Islamabad International Airport	1
St Elmo Airport	1
Karnal Airport	3
Waterwood Heliport	1
Brookville Reservoir Seaplane Base	2
Ward Airport	1
Johnson City Medical Center Heliport	2
York Aerodrome	2
Woodruff Lake Airport	2
Neumarkt/Obf. Airport	1
Burney Service Center Heliport	1
Ponderosa Seaplane Base	2
Windy's Heliport	2
La Porte Municipal Airport	2
Bradley Airport	3
